state,company,city,notice_date,layoff_date,employees_affected,closure_type,notes,NAICS  Code,Local Area,Total  Employees,Effective  Date,NOTICE_DATE,JOB_SITE_NAME,COUNTY_NAME,WDA_NAME,TOTAL_LAYOFF_NUMBER,LayOff_Date,WFDD_RECEIVED_DATE,CITY_NAME,zip,lwib_area,address,contact_person,collective_bargaining_unit,type_detail
Texas,,,,,,,,,,,,05/27/2025,LACROIX,El Paso,Borderplexjobs WDA,7.0,07/01/2025,05/27/2025,El Paso,,,,,,
Texas,,,,,,,,,,,,05/21/2025,Child Care Associates,Tarrant,Tarrant County WDA,93.0,06/30/2025,05/21/2025,Ft. Worth,,,,,,
Texas,,,,,,,,,,,,05/21/2025,Child Care Associates (Tucker),Tarrant,Tarrant County WDA,7.0,06/30/2025,05/21/2025,Arlington,,,,,,
Texas,,,,,,,,,,,,05/21/2025,Child Care Associates (Linda Kay),Tarrant,Tarrant County WDA,15.0,06/30/2025,05/21/2025,Hurst,,,,,,
Texas,,,,,,,,,,,,05/21/2025,Child Care Associates (Mansfield),Tarrant,Tarrant County WDA,15.0,06/30/2025,05/21/2025,Mansfield,,,,,,
Texas,,,,,,,,,,,,05/21/2025,Child Care Associates (Carson),Tarrant,Tarrant County WDA,14.0,05/21/2025,05/21/2025,Fort Worth,,,,,,
Texas,,,,,,,,,,,,05/21/2025,Child Care Associates (Meachum),Tarrant,Tarrant County WDA,15.0,06/30/2025,05/21/2025,Fort Worth,,,,,,
Texas,,,,,,,,,,,,05/21/2025,Child Care Associates (Reagan),Tarrant,Tarrant County WDA,14.0,06/30/2025,05/21/2025,Fort Worth,,,,,,
Texas,,,,,,,,,,,,05/21/2025,Child Care Associates (Rosedale V),Tarrant,Tarrant County WDA,16.0,06/30/2025,05/21/2025,Fort Worth,,,,,,
Texas,,,,,,,,,,,,05/21/2025,Child Care Associates (Diamond Road),Tarrant,Tarrant County WDA,13.0,06/30/2025,05/21/2025,Fort Worth,,,,,,
Texas,,,,,,,,,,,,05/21/2025,Child Care Associates (Morris Foundation),Tarrant,Tarrant County WDA,17.0,06/30/2025,05/21/2025,Fort Worth,,,,,,
Texas,,,,,,,,,,,,05/21/2025,Child Care Associates(North Fort Worth),Tarrant,Tarrant County WDA,16.0,06/30/2025,05/21/2025,Fort Worth,,,,,,
Texas,,,,,,,,,,,,05/21/2025,Child Care Associates (Blanche),Tarrant,Tarrant County WDA,17.0,06/30/2025,05/21/2025,Fort Worth,,,,,,
Texas,,,,,,,,,,,,05/21/2025,Child Care Associates (Arlington 2),Tarrant,Tarrant County WDA,22.0,06/30/2025,05/21/2025,Arlington,,,,,,
Texas,,,,,,,,,,,,05/21/2025,Child Care Associates (JA Hargrave),Tarrant,Tarrant County WDA,19.0,06/30/2025,05/21/2025,Fort Worth,,,,,,
Texas,,,,,,,,,,,,05/21/2025,Child Care Associates (Everman),Tarrant,Tarrant County WDA,9.0,06/30/2025,05/21/2025,Fort Worth,,,,,,
Texas,,,,,,,,,,,,05/21/2025,Sodexo (International Leadership TX),Dallas,Dallas County WDA,165.0,06/30/2025,05/21/2025,Irving,,,,,,
Texas,,,,,,,,,,,,05/21/2025,F&S Produce West LLC,Harris,Gulf Coast WDA,225.0,07/20/2025,05/21/2025,Houston,,,,,,
Texas,,,,,,,,,,,,05/20/2025,FedEx Supply Chain Logistics & Electronics (Ft. Worth),Tarrant,Tarrant County WDA,305.0,07/06/2025,05/20/2025,Fort Worth,,,,,,
Texas,,,,,,,,,,,,05/16/2025,Chevron (Deauville Blvd),Midland,Permian Basin WDA,185.0,07/15/2025,05/28/2025,Midland,,,,,,
Texas,,,,,,,,,,,,05/16/2025,Chevron (S. County Rd.),Midland,Permian Basin WDA,1.0,07/15/2025,05/28/2025,Midland,,,,,,
Texas,,,,,,,,,,,,05/16/2025,Chevron (N. FM 1788),Midland,Permian Basin WDA,14.0,07/15/2025,05/28/2025,Midland,,,,,,
Texas,,,,,,,,,,,,05/14/2025,International Paper Company(Edinburg),Hidalgo,Lower Rio Grande Valley WDA,63.0,05/09/2025,05/14/2025,Edinburg,,,,,,
Texas,,,,,,,,,,,,05/14/2025,International Paper Company (Edinburg W. Chapin),Hidalgo,Lower Rio Grande Valley WDA,64.0,05/09/2025,05/14/2025,Edinburg,,,,,,
Texas,,,,,,,,,,,,05/14/2025,International Paper Company (McAllen),Hidalgo,Lower Rio Grande Valley WDA,5.0,05/09/2025,05/14/2025,McAllen,,,,,,
Texas,,,,,,,,,,,,05/14/2025,Atria Wealth Solutions,Fort Bend,Gulf Coast WDA,55.0,07/04/2025,05/14/2025,Houston,,,,,,
Texas,,,,,,,,,,,,05/08/2025,Museum of Ice Cream,Travis,Capital Area WDA,38.0,07/10/2025,05/08/2025,Austin,,,,,,
Texas,,,,,,,,,,,,05/08/2025,WSS (Foot Locker),Harris,Gulf Coast WDA,57.0,07/07/2025,05/08/2025,Houston,,,,,,
Texas,,,,,,,,,,,,05/07/2025,TRIGO (Tesla),Travis,Capital Area WDA,50.0,04/28/2025,05/07/2025,Austin,,,,,,
Texas,,,,,,,,,,,,05/06/2025,Smurfikt Westrock Facility (ForneyTexas),Kaufman,North Central Texas WDA,200.0,06/30/2025,05/06/2025,Forney,,,,,,
Texas,,,,,,,,,,,,05/06/2025,Tom Thumb Store #3579,Collin,North Central Texas WDA,75.0,,05/06/2025,Allen,,,,,,
Texas,,,,,,,,,,,,05/01/2025,Chick-Fil-A (N. Collins St. Plant),Tarrant,Tarrant County WDA,10.0,06/07/2025,05/01/2025,Arlington,,,,,,
Texas,,,,,,,,,,,,04/30/2025,PULAU Corporation,Bell,Central Texas WDA,64.0,06/30/2025,04/30/2025,Killeen,,,,,,
Texas,,,,,,,,,,,,04/30/2025,Texas Central School Bus (Purnell),Denton,,174.0,07/17/2025,04/30/2025,Lewisville,,,,,,
Texas,,,,,,,,,,,,04/30/2025,Texas Central School Bus (Mill),Denton,North Central Texas WDA,131.0,07/15/2025,04/30/2025,Lewisville,,,,,,
Texas,,,,,,,,,,,,04/30/2025,Texas Central School Bus (Cougar Alley),Denton,North Central Texas WDA,155.0,07/15/2025,04/30/2025,The Colony,,,,,,
Texas,,,,,,,,,,,,06/24/2025,"Compass Group, Inc.d.b.a.Chartwells (Lancaster ISD)",Dallas,Dallas County WDA,83.0,06/30/2025,06/24/2025,Lancaster,,,,,,
Texas,,,,,,,,,,,,06/24/2025,Management & Training Corporation (Willacy County State Jail),Willacy,Lower Rio Grande Valley WDA,166.0,08/31/2025,06/24/2025,Raymondville,,,,,,
Texas,,,,,,,,,,,,06/24/2025,Management & Training Corporation (Lindsey State Jail),Jack,North Texas WDA,117.0,08/31/2025,06/24/2025,Jacksboro,,,,,,
Texas,,,,,,,,,,,,06/24/2025,Management & Training Corporation (Kyle Correctional Center),Hays,Rural Capital WDA,98.0,08/31/2025,06/24/2025,Kyle,,,,,,
Texas,,,,,,,,,,,,06/24/2025,Management & Training Corporation (Gregory S. Coleman Unit),Caldwell,Rural Capital WDA,135.0,08/31/2025,06/24/2025,Lockhart,,,,,,
Texas,,,,,,,,,,,,06/24/2025,Management & Training Corporation (Bridgeport Correctional Facility),Wise,North Central Texas WDA,103.0,08/31/2025,06/24/2025,Bridgeport,,,,,,
Texas,,,,,,,,,,,,06/20/2025,Management & Training Corp. (Billy Moore Correctional Center),Rusk,East Texas WDA,109.0,08/31/2025,06/20/2025,Overton,,,,,,
Texas,,,,,,,,,,,,06/20/2025,Management & Training Corp. (Bradshaw State Jail),Rusk,East Texas WDA,172.0,08/31/2025,06/20/2025,Henderson,,,,,,
Texas,,,,,,,,,,,,06/18/2025,"Encino Energy, LLC",Harris,Gulf Coast WDA,121.0,08/17/2025,06/18/2025,Houston,,,,,,
Texas,,,,,,,,,,,,06/18/2025,Tyson Foods (Fort Worth Distribution Center),Tarrant,Tarrant County WDA,275.0,08/15/2025,06/18/2025,Fort Worth,,,,,,
Texas,,,,,,,,,,,,06/18/2025,"Khoros, LLC.",Travis,Capital Area WDA,116.0,08/19/2025,06/18/2025,Austin,,,,,,
Texas,,,,,,,,,,,,06/17/2025,Lockheed Martin Corp. -Fort Bliss ATMP,El Paso,Borderplexjobs WDA,17.0,06/30/2025,06/17/2025,Fort Bliss,,,,,,
Texas,,,,,,,,,,,,06/11/2025,Tom Thumb Store #3645 Plano,Collin,North Central Texas WDA,75.0,07/26/2025,06/11/2025,Plano,,,,,,
Texas,,,,,,,,,,,,06/11/2025,Randalls Store #1041,Harris,Gulf Coast WDA,102.0,08/16/2025,06/11/2025,Houston,,,,,,
Texas,,,,,,,,,,,,06/11/2025,Movate Inc. (The Genesis Project),Bell,Central Texas WDA,26.0,08/08/2025,06/11/2025,Temple,,,,,,
Texas,,,,,,,,,,,,06/04/2025,XiFin,Travis,Capital Area WDA,87.0,05/29/2025,06/04/2025,Austin,,,,,,
Texas,,,,,,,,,,,,06/04/2025,Eckerd Connects (David Carrasco Job Corps),El Paso,Borderplexjobs WDA,77.0,06/13/2025,06/04/2025,El Paso,,,,,,
Texas,,,,,,,,,,,,06/03/2025,Sunnova Energy Corporation,Harris,Gulf Coast WDA,,05/30/2025,06/03/2025,Houston,,,,,,
Texas,,,,,,,,,,,,06/03/2025,JC Penney (Allaince Supply Chain),Tarrant,Tarrant County WDA,296.0,08/01/2025,06/03/2025,Haslet,,,,,,
Texas,,,,,,,,,,,,07/30/2025,Trinity Rail-Trinity Tank Car-Jordan Valley,Gregg,East Texas WDA,170.0,09/30/2025,07/30/2025,Longview,,,,,,
Texas,,,,,,,,,,,,07/30/2025,"Equus Workforce Solutions Arlington (Arbor E&T, LLC)",Tarrant,North Central Texas WDA,4.0,09/30/2025,07/30/2025,Arlington,,,,,,
Texas,,,,,,,,,,,,07/30/2025,"Equus Workforce Solutions Denton (Arbor E&T, LLC)",Denton,North Central Texas WDA,27.0,09/30/2025,07/30/2025,Denton,,,,,,
Texas,,,,,,,,,,,,07/23/2025,Peraton Balloon Operations (NASA),Anderson,East Texas WDA,81.0,09/30/2025,07/23/2025,Palestine,,,,,,
Texas,,,,,,,,,,,,07/21/2025,SM Cargo,Harris,Gulf Coast WDA,194.0,09/21/2025,07/21/2025,Houston,,,,,,
Texas,,,,,,,,,,,,07/21/2025,Chevron Corporation (HESS Corporation),Harris,Gulf Coast WDA,575.0,09/26/2025,07/21/2025,Houston,,,,,,
Texas,,,,,,,,,,,,07/16/2025,"AMERICA, INC., d/b/a LIXIL",Tarrant,Tarrant County WDA,65.0,09/08/2025,07/16/2025,Grand Prairie,,,,,,
Texas,,,,,,,,,,,,07/10/2025,"Sodexo, Inc.and Affiliates (Texas Southern University)",Harris,Gulf Coast WDA,81.0,07/31/2025,07/10/2025,Houston,,,,,,
Texas,,,,,,,,,,,,07/10/2025,International Paper Company(N. Closner Blvd.),Hidalgo,Lower Rio Grande Valley WDA,66.0,09/01/2025,07/10/2025,Edinburg,,,,,,
Texas,,,,,,,,,,,,07/10/2025,International Paper Company(W. Chaplin),Hidalgo,Lower Rio Grande Valley WDA,66.0,09/01/2025,07/10/2025,Edinburg,,,,,,
Texas,,,,,,,,,,,,07/10/2025,International Paper Company(N. 26th),Hidalgo,Lower Rio Grande Valley WDA,5.0,09/01/2025,07/10/2025,Edinburg,,,,,,
Texas,,,,,,,,,,,,07/09/2025,"GI Alliance Management, LLC",Denton,Tarrant County WDA,25.0,09/01/2025,07/09/2025,Southlake,,,,,,
Texas,,,,,,,,,,,,07/09/2025,Intel Corporation,Travis,Capital Area WDA,110.0,07/15/2025,07/09/2025,Austin,,,,,,
Texas,,,,,,,,,,,,07/09/2025,Management & Training Corporation (Dominguez State Jail),Bexar,Alamo WDA,8.0,08/31/2025,07/09/2025,San Antonio,,,,,,
Texas,,,,,,,,,,,,07/09/2025,Management & Training Corporation (Gist State Jail),Jefferson,South East Texas WDA,6.0,08/31/2025,07/09/2025,Beaumont,,,,,,
Texas,,,,,,,,,,,,07/09/2025,Management & Training Corporation (Hutchins State Jail),Dallas,Dallas County WDA,8.0,08/31/2025,07/09/2025,Dallas,,,,,,
Texas,,,,,,,,,,,,07/09/2025,Management & Training Corporation (Lychner State Jail),Harris,Gulf Coast WDA,17.0,08/31/2025,07/09/2025,Humble,,,,,,
Texas,,,,,,,,,,,,07/09/2025,Management & Training Corporation (Plane State Jail),Liberty,Gulf Coast WDA,8.0,08/31/2025,07/09/2025,Dayton,,,,,,
Texas,,,,,,,,,,,,07/09/2025,Management & Training Corporation (Travis County State Jail),Travis,Capital Area WDA,4.0,08/31/2025,07/09/2025,Austin,,,,,,
Texas,,,,,,,,,,,,07/08/2025,"Movate, Inc. (AT&T Project)",Bell,Central Texas WDA,71.0,07/01/2025,07/08/2025,Temple,,,,,,
Texas,,,,,,,,,,,,07/02/2025,International Business Machines-Coppell,Dallas,Dallas County WDA,59.0,08/29/2025,07/02/2025,Coppell,,,,,,
Texas,,,,,,,,,,,,07/02/2025,Fed Ex Corporation (Garland),Dallas,Dallas County WDA,81.0,09/01/2025,07/02/2025,Garland,,,,,,
Texas,,,,,,,,,,,,07/02/2025,Santa Maria Hostel,Harris,Gulf Coast WDA,41.0,08/31/2025,07/02/2025,Houston,,,,,,
Texas,,,,,,,,,,,,07/02/2025,FedEx Corporation (Plano),Collin,North Central Texas WDA,50.0,09/01/2025,07/02/2025,Plano,,,,,,
Texas,,,,,,,,,,,,07/02/2025,Memorial Herman Health System Skilled Nursing Facility,Harris,Gulf Coast WDA,83.0,09/01/2025,07/02/2025,Houston,,,,,,
Texas,,,,,,,,,,,,07/02/2025,TT Electronics Facility IRC (Plano),Collin,North Central Texas WDA,75.0,08/31/2025,07/02/2025,Plano,,,,,,
Texas,,,,,,,,,,,,08/27/2025,MPW Services,Travis,Capital Area WDA,82.0,09/01/2025,08/27/2025,Austin,,,,,,
Texas,,,,,,,,,,,,08/20/2025,"Tech Werks, LLC (San Antonio)",Bexar,Alamo WDA,87.0,09/15/2025,08/20/2025,San Antonio,,,,,,
Texas,,,,,,,,,,,,08/18/2025,"Promises Behavioral Health, LLC",Hays,Rural Capital WDA,58.0,10/17/2025,08/18/2025,Wimberley,,,,,,
Texas,,,,,,,,,,,,08/13/2025,"CarOffer, LLC",Dallas,Dallas County WDA,101.0,10/06/2025,08/13/2025,Addison,,,,,,
Texas,,,,,,,,,,,,08/06/2025,UPS (Dallas Facility),Dallas,Dallas County WDA,62.0,08/05/2025,08/06/2025,Dallas,,,,,,
Texas,,,,,,,,,,,,08/06/2025,"Solarcycle, Inc.",Ector,Permian Basin WDA,70.0,10/06/2025,08/06/2025,Odessa,,,,,,
Texas,,,,,,,,,,,,08/06/2025,"Southwest Key Programs, Inc. (SWK National Headquarters)",Travis,Capital Area WDA,45.0,10/06/2025,08/06/2025,Austin,,,,,,
Texas,,,,,,,,,,,,08/06/2025,"Southwest Key Programs, Inc. La Esperanza)",Cameron,Cameron County WDA,4.0,10/05/2025,08/06/2025,Brownsville,,,,,,
Texas,,,,,,,,,,,,08/06/2025,"Southwest Key Programs, Inc.(Casa Nueva Esperanza)",Cameron,Cameron County WDA,9.0,10/05/2025,08/06/2025,Brownsville,,,,,,
Texas,,,,,,,,,,,,08/06/2025,"Southwest Key Programs, Inc.(South Texas HQ)",Cameron,Cameron County WDA,13.0,10/05/2025,08/06/2025,Brownsville,,,,,,
Texas,,,,,,,,,,,,08/06/2025,"Southwest Key Programs, Inc. (Casa Franklin)",El Paso,Borderplexjobs WDA,1.0,10/05/2025,08/06/2025,El Paso,,,,,,
Texas,,,,,,,,,,,,08/06/2025,"Southwest Key Programs, Inc. (Casa Norma Linda)",Cameron,Cameron County WDA,3.0,10/05/2025,08/06/2025,Los Fresnos,,,,,,
Texas,,,,,,,,,,,,08/06/2025,"Southwest Key Programs, Inc. (Casa Rio Grande)",Cameron,Cameron County WDA,3.0,10/05/2025,08/06/2025,San Benito,,,,,,
Texas,,,,,,,,,,,,08/06/2025,"Southwest Key Programs, Inc. (Casa Canutillo)",El Paso,Borderplexjobs WDA,3.0,10/05/2025,08/06/2025,Canutillo,,,,,,
Texas,,,,,,,,,,,,08/01/2025,"Equus Workforce Solutions Houston Opertions- Acres Home (Arbor E&T, LLC)",Harris,Gulf Coast WDA,12.0,09/30/2025,08/01/2025,Houston,,,,,,
Texas,,,,,,,,,,,,08/01/2025,"Equus Workforce Solutions Houston Opertions- Pearland (Arbor E&T, LLC)",Brazoria,Gulf Coast WDA,13.0,09/30/2025,08/01/2025,Pearland,,,,,,
Texas,,,,,,,,,,,,08/01/2025,"Equus Workforce Solutions Houston Opertions- Westheimer Rd. (Arbor E&T, LLC)",Harris,Gulf Coast WDA,28.0,09/30/2025,08/01/2025,Houston,,,,,,
Texas,,,,,,,,,,,,07/31/2025,"Equus Workforce Solutions-Camp Wisdom (Arbor E&T, LLC)",Dallas,Dallas County WDA,1.0,09/30/2025,07/31/2025,Dallas,,,,,,
Texas,,,,,,,,,,,,07/31/2025,"Equus Workforce Solutions-N.Tenth St. (Arbor E&T, LLC)",Dallas,Dallas County WDA,10.0,09/30/2025,07/31/2025,Garland,,,,,,
Texas,,,,,,,,,,,,07/31/2025,"Equus Workforce Solutions-Highway 161. (Arbor E&T, LLC)",Dallas,Dallas County WDA,71.0,09/30/2025,07/31/2025,Grand Prairie,,,,,,
Texas,,,,,,,,,,,,07/31/2025,"Equus Workforce Solutions-Greenville Ave. (Arbor E&T, LLC)",Dallas,Dallas County WDA,10.0,09/30/2025,07/31/2025,Dallas,,,,,,
Texas,,,,,,,,,,,,07/31/2025,"Equus Workforce Solutions-Irving Blvd. (Arbor E&T, LLC)",Dallas,Dallas County WDA,13.0,09/30/2025,07/31/2025,Irving,,,,,,
Texas,,,,,,,,,,,,07/31/2025,"Equus Workforce Solutions-Alpha Rd.(Arbor E&T, LLC)",Dallas,Dallas County WDA,17.0,09/30/2025,07/31/2025,Dallas,,,,,,
Texas,,,,,,,,,,,,07/31/2025,"Equus Workforce Solutions-Malcolm X Blvd.(Arbor E&T, LLC)",Dallas,Dallas County WDA,16.0,09/30/2025,07/31/2025,Dallas,,,,,,
Texas,,,,,,,,,,,,07/31/2025,"Equus Workforce Solutions-Buckner Blvd.(Arbor E&T, LLC)",Dallas,Dallas County WDA,16.0,09/30/2025,07/31/2025,Dallas,,,,,,
Texas,,,,,,,,,,,,07/31/2025,"Turner Industries (Paris, Texas September 2025)",Lamar,North East Texas WDA,211.0,09/30/2025,07/31/2025,Paris,,,,,,
Texas,,,,,,,,,,,,07/31/2025,Planned Parenthood Gulf Coast (Prevention Park Facility),Harris,Gulf Coast WDA,114.0,09/30/2025,07/31/2025,Houston,,,,,,
Texas,,,,,,,,,,,,07/31/2025,"Southwest Key Programs, Inc. (Casa Houston Reliant)",Harris,Gulf Coast WDA,211.0,10/05/2025,07/31/2025,Houston,,,,,,
Texas,,,,,,,,,,,,07/31/2025,"Southwest Key Programs, Inc. (Houston HQ)",Harris,Gulf Coast WDA,11.0,10/05/2025,07/31/2025,Houston,,,,,,
Texas,,,,,,,,,,,,07/31/2025,"Southwest Key Programs, Inc. (Casa Quetzal)",Harris,Gulf Coast WDA,309.0,10/05/2025,07/31/2025,Houston,,,,,,
Texas,,,,,,,,,,,,07/31/2025,"Southwest Key Programs, Inc. (Casa Sunzal)",Harris,Gulf Coast WDA,223.0,10/05/2025,07/31/2025,Houston,,,,,,
Texas,,,,,,,,,,,,07/31/2025,"Southwest Key Programs, Inc. (Casa Oasis)",Hidalgo,Lower Rio Grande Valley WDA,128.0,10/05/2025,07/31/2025,McAllen,,,,,,
Texas,,,,,,,,,,,,07/31/2025,"Southwest Key Programs, Inc. (Casa Sueno)",Hidalgo,Lower Rio Grande Valley WDA,93.0,10/05/2025,07/31/2025,Weslaco,,,,,,
Texas,,,,,,,,,,,,07/31/2025,"Southwest Key Programs, Inc. (Casa Montezuma)",Harris,Gulf Coast WDA,238.0,10/05/2025,07/31/2025,Channelview,,,,,,
Texas,,,,,,,,,,,,07/30/2025,"Equus Workforce Solutions Greenville (Arbor E&T, LLC)",Hunt,North Central Texas WDA,9.0,09/30/2025,07/30/2025,Greenville,,,,,,
Texas,,,,,,,,,,,,07/30/2025,"Equus Workforce Solutions McKinney (Arbor E&T, LLC)",Collin,North Central Texas WDA,15.0,09/30/2025,07/30/2025,McKinney,,,,,,
Texas,,,,,,,,,,,,07/30/2025,"Equus Workforce Solutions Stephenville (Arbor E&T, LLC)",Erath,North Central Texas WDA,2.0,09/30/2025,07/30/2025,Stephenville,,,,,,
Texas,,,,,,,,,,,,07/30/2025,"Equus Workforce Solutions Terrell  (Arbor E&T, LLC)",Kaufman,North Central Texas WDA,8.0,09/30/2025,07/30/2025,Terrell,,,,,,
Texas,,,,,,,,,,,,07/30/2025,"Equus Workforce Solutions Weatherford (Arbor E&T, LLC)",Parker,North Central Texas WDA,16.0,09/30/2025,07/30/2025,Weatherford,,,,,,
Texas,,,,,,,,,,,,09/24/2025,Cottonwood Creek Healthcare Community,Dallas,Dallas County WDA,70.0,12/01/2025,09/24/2025,Richardson,,,,,,
Texas,,,,,,,,,,,,09/18/2025,Sunny Glen Children's Home,Willacy,Lower Rio Grande Valley WDA,424.0,11/17/2025,09/18/2025,Raymondville,,,,,,
Texas,,,,,,,,,,,,09/17/2025,Accelore Group-Amazon Logistics (DDA9- Fort Worth),Tarrant,Tarrant County WDA,107.0,11/01/2025,09/17/2025,Fort Worth,,,,,,
Texas,,,,,,,,,,,,09/17/2025,Accelore Group-Amazon Logistics (DDF2-Balch Springs),Dallas,Dallas County WDA,107.0,11/01/2025,09/17/2025,Mesquite,,,,,,
Texas,,,,,,,,,,,,09/10/2025,"Hill & Smith, Inc.",Dallas,Dallas County WDA,46.0,11/01/2025,09/10/2025,Garland,,,,,,
Texas,,,,,,,,,,,,09/04/2025,"Essendant Management Services, LLC",Harris,Gulf Coast WDA,92.0,11/07/2025,09/04/2025,Houston,,,,,,
Texas,,,,,,,,,,,,09/04/2025,CyraCom International Inc.,Harris,Gulf Coast WDA,327.0,12/01/2025,09/04/2025,Houston,,,,,,
Texas,,,,,,,,,,,,09/03/2025,"Condair Operations, LLC",Shelby,Deep East Texas WDA,51.0,11/03/2025,09/03/2025,Center,,,,,,
Texas,,,,,,,,,,,,10/29/2025,Tekni-Plex (Dallas Facility),Dallas,Dallas County WDA,64.0,12/26/2025,10/29/2025,Dallas,,,,,,
Texas,,,,,,,,,,,,10/29/2025,"Colonial Savings, F.A.",Tarrant,Tarrant County WDA,130.0,01/01/2026,10/29/2025,Fort Worth,,,,,,
Texas,,,,,,,,,,,,10/29/2025,Wells Fargo & Co. (Lubbock),Lubbock,South Plains WDA,225.0,10/28/2025,10/29/2025,Lubbock,,,,,,
Texas,,,,,,,,,,,,10/29/2025,"Cherokee Nation System Solutions, L.L.C.",Travis,Capital Area WDA,87.0,12/19/2025,10/29/2025,Austin,,,,,,
Texas,,,,,,,,,,,,10/28/2025,Job1 USA (Arlington),Tarrant,Tarrant County WDA,31.0,11/15/2025,10/28/2025,Arlington,,,,,,
Texas,,,,,,,,,,,,10/28/2025,Job1 USA (Fort Worth),Tarrant,Tarrant County WDA,25.0,11/15/2025,10/28/2025,Fort Worth,,,,,,
Texas,,,,,,,,,,,,10/28/2025,Job1 USA (Haslet),Tarrant,Tarrant County WDA,25.0,11/15/2025,10/28/2025,Haslet,,,,,,
Texas,,,,,,,,,,,,10/28/2025,"Congo, LLC",Denton,North Central Texas WDA,155.0,12/31/2025,10/29/2025,Lewisville,,,,,,
Texas,,,,,,,,,,,,10/23/2025,Job1 USA (San Antonio),Bexar,Alamo WDA,18.0,11/15/2025,10/29/2025,San Antonio,,,,,,
Texas,,,,,,,,,,,,10/23/2025,Job1 USA (Houston),Harris,Gulf Coast WDA,13.0,11/15/2025,10/29/2025,Houston,,,,,,
Texas,,,,,,,,,,,,10/22/2025,"Flagstone Foods, LLC (El Paso Plant)",El Paso,Borderplexjobs WDA,225.0,12/19/2025,10/22/2025,El Paso,,,,,,
Texas,,,,,,,,,,,,10/15/2025,Texas Instruments - Sherman,Grayson,Texoma WDA,19.0,12/12/2025,10/15/2025,Sherman,,,,,,
Texas,,,,,,,,,,,,10/15/2025,Eden Green Technology,Johnson,North Central Texas WDA,102.0,12/13/2025,10/15/2025,Cleburne,,,,,,
Texas,,,,,,,,,,,,10/13/2025,"M & M Manufacturing, Inc.",Harris,Gulf Coast WDA,75.0,12/15/2025,10/13/2025,Houston,,,,,,
Texas,,,,,,,,,,,,10/09/2025,Creative Testing Solutions,Travis,Capital Area WDA,91.0,12/12/2025,10/09/2025,Austin,,,,,,
Texas,,,,,,,,,,,,10/08/2025,"Meadow Burke, LLC d/b/a Leviat",Tarrant,Tarrant County WDA,75.0,12/02/2025,10/08/2025,Fort Worth,,,,,,
Texas,,,,,,,,,,,,10/08/2025,"Lion Elastomers Orange, LLC (Orange Plant)",Orange,South East Texas WDA,113.0,12/08/2025,10/08/2025,Orange,,,,,,
Texas,,,,,,,,,,,,10/02/2025,J & J Maintenance,Bexar,Alamo WDA,279.0,11/30/2025,10/02/2025,San Antonio,,,,,,
Texas,,,,,,,,,,,,10/02/2025,Southwest Key Programs-Casa Canutillo,El Paso,Borderplexjobs WDA,2.0,11/05/2025,10/02/2025,Canutillo,,,,,,
Texas,,,,,,,,,,,,10/02/2025,Southwest Key Programs-Casita Del Valle,El Paso,Borderplexjobs WDA,5.0,11/05/2025,10/02/2025,Clint,,,,,,
Texas,,,,,,,,,,,,10/02/2025,Southwest Key Programs-Casa Houston Reliant,Harris,Gulf Coast WDA,1.0,11/05/2025,10/02/2025,Houston,,,,,,
Texas,,,,,,,,,,,,10/02/2025,Southwest Key Programs-Casa Montezuma,Harris,Gulf Coast WDA,1.0,11/05/2025,10/02/2025,Channelview,,,,,,
Texas,,,,,,,,,,,,10/02/2025,Southwest Key Programs-Casa Norma Linda,Cameron,Cameron County WDA,3.0,11/05/2025,10/02/2025,Los Fresnos,,,,,,
Texas,,,,,,,,,,,,10/02/2025,Southwest Key Programs-Casa Nueva Esperanza,Cameron,Cameron County WDA,8.0,11/05/2025,10/02/2025,Brownsville,,,,,,
Texas,,,,,,,,,,,,10/02/2025,Southwest Key Programs-Casa Rio Grande,Cameron,Cameron County WDA,3.0,11/05/2025,10/02/2025,San Benito,,,,,,
Texas,,,,,,,,,,,,10/02/2025,Southwest Key Programs-National Headquarters (Austin),Travis,Capital Area WDA,3.0,11/05/2025,10/02/2025,Austin,,,,,,
Texas,,,,,,,,,,,,10/02/2025,Southwest Key Programs-STX Regional Headquarters,Cameron,Cameron County WDA,12.0,11/05/2025,10/02/2025,Brownsville,,,,,,
Texas,,,,,,,,,,,,10/02/2025,Southwest Key Programs-Houston Headquarters,Harris,Gulf Coast WDA,10.0,11/05/2025,10/02/2025,Houston,,,,,,
Texas,,,,,,,,,,,,10/01/2025,Memorial Hermann Health System Senior Living Facility,Harris,Gulf Coast WDA,26.0,10/01/2025,10/01/2025,Houston,,,,,,
Texas,,,,,,,,,,,,10/01/2025,Yang Ming (America) Corporation,Harris,Gulf Coast WDA,118.0,10/01/2025,10/01/2025,Houston,,,,,,
Texas,,,,,,,,,,,,09/30/2025,"DTSV, Inc. (ITC Federal)",Dallas,Dallas County WDA,169.0,11/30/2025,09/30/2025,Irving,,,,,,
Texas,,,,,,,,,,,,09/30/2025,"Seatrium AmFELS, Inc.",Cameron,Cameron County WDA,91.0,11/28/2025,09/30/2025,Brownsville,,,,,,
Texas,,,,,,,,,,,,09/30/2025,Urban Alchemy (Arch Shelter),Travis,Capital Area WDA,55.0,09/30/2025,09/30/2025,Austin,,,,,,
