state,company,city,notice_date,layoff_date,employees_affected,closure_type,notes,address,contact_person,collective_bargaining_unit
Virginia,Top Guard Security,"Richmond, VA",10/23/2025,10/31/2025,79,Closure,,"10100 Iron Bridge Road, Suite 102, Chesterfield, VA 23832",Theresa Morris,
Virginia,"Wellmore Energy Company, LLC","Grundy, VA",10/06/2025,12/06/2025,2,Layoff,,"3461 Belchers Fork Road, Grundy, VA 24614",Gary Prater,
Virginia,"Wellmore Energy, LLC (Paw Paw 2 South)","Big Rock, VA",10/06/2025,12/06/2025,95,Layoff,,"3113 Old Rock Lick Road, Big Rock, VA 24603",Gary Prater,
Virginia,United States Patent and Trademark Office (USPTO),"Alexandria, VA",10/14/2025,12/09/2025,126,Closure,,"600 Dulany Avenue, Alexandria, VA 22314",Carolyn Schad,
Virginia,Merrifield Garden Center Corp,"Manassas, VA",10/17/2025,12/31/2025,97,Closure,,"6895 Wellington Road, Manassas, VA 20109",David Watkins,
Virginia,SimplyIOA LLC,"Spotsylvania, VA",10/03/2025,12/02/2025,1,Closure,,"1855 West State Road 434, Longwood , FL 32750",Amanda Russ,
Virginia,"Home Care Delivered, Inc.","Glen Allen, VA",10/06/2025,12/10/2025,73,Layoff,,"11013 West Broad Street, 4th Floor, Glen Allen, VA 23060",Maggie Smith,
Virginia,Peraton,"Reston, VA",10/03/2025,12/05/2025,92,Layoff,,"1875 Explorer St, Reston, VA 20190",Brittany Dellinger,
Virginia,Sentara Health,"Virginia Beach, VA",10/03/2025,12/05/2025,127,Layoff,,"1300 Sentara Park, Virginia Beach, VA 23464",Jacqueline Scott,
Virginia,"ImmunityBio, Inc.","Halifax Co. , VA",09/18/2025,11/17/2025,1,Layoff,,"25 DeFost Avenue, Summit, NJ 07901",Emily Arison,
Virginia,Parkdale,"Hillsville, VA",08/26/2025,10/24/2025,68,Closure,,"531 Cotton Blossom Circle, Gastonia, NC 28054",Karen Menting,
Virginia,Paradies Lagardere,"Arlington, VA",08/28/2025,09/26/2025,55,Closure,,"2401 Smith Blvd, Arlington, VA 22202",Dino Venianakis,"Unite Here Local 23 Washington DC Chapter, Anthony Randolph, President, 275 7th Ave., 16th Fl., New York, New York 10001"
Virginia,Butler Human Services a Sauder Manufacturing Co. Brand,"Chase City , VA",08/25/2025,10/24/2025,51,Closure,,"239 B Street, Chase City, VA 23924",Micah Frankenfield,
Virginia,Lutheran Social Services National Capital Area (LSSNA),"Fairfax & Woodbridge, VA",08/11/2025,09/30/2025,52,Layoff,,"1730 Rhode Island Avenue NW, Washington, DC 20036",Peter Loew,
Virginia,"Wellmore Energy Company, LLC","Big Rock, VA",08/04/2025,10/04/2025,17,Layoff,,"1073 Riverview Street, Grundy, VA 24614",Tammy Fields,
Virginia,"Wellmore Energy Company, LLC","Hurley, VA",07/07/2025,09/06/2025,27,Layoff,,"1073 Riverview Street, Grundy, VA 24614",Gary Prater,
Virginia,Atlantic Dominion Distributors,"Williamsburg & Virginia Beach, VA 23462, VA",07/30/2025,09/26/2025,104,Closure,,"5400 Virginia Beach Blvd, Virginia Beach, VA 23462",Andrea Tanner,
Virginia,Rochambeau Logistics Inc.,"Hampton, VA",07/22/2025,07/25/2025,63,Closure,,"61 Floyd Thompson Dr, Hampton, VA 23666",Jeff Aldridge,
Virginia,KIRA Services and KIRA Training Services (TLINGIT HAIDA Tribal Business Corporation),"Virginia Beach, VA",07/15/2025,08/11/2025,46,Layoff,,"601 Oceana Blvd, Virginia Beach, VA 23460",Frances Adragna-Hayes,"International Union of Electrical Workers/Communications Workers of America (IUE-CWA) local 83225, Eric Benjamin, (775) 232-2843, ericbenjamin09@gmail.com"
Virginia,Omniplex World Services Corp.,"Chantilly, VA",07/14/2025,07/31/2025,199,Closure,,"25316 Prediction Lane, Chantilly, VA 20152",Tanni Wiersema,
Virginia,"Amentum, Operations and Maintenance Services","Richmond, VA",07/02/2025,08/31/2025,56,Layoff,,"6601 West Broad Street, Richmond, VA 23230",Dan Feldman,
Virginia,"Emerson Automation Solutions (Intelligent Platforms, LLC)","Charlottesville, VA",06/26/2025,12/31/2025,87,Layoff,,"2500 Austin DR, Charlottesville, VA 22911",Megan Ambrose,
Virginia,CarParts.com,"Chesapeake, VA",06/09/2025,08/08/2025,104,Closure,,"2601 Indian River RD, Chesapeake, VA 23325",Cari Graham,
Virginia,Kroger,"Charlottesville, VA",06/20/2025,08/22/2025,81,Closure,,"1904 Emmet ST, Charlottesville, VA 22901",Kroger Mid-Atlantic,"UFCW Local 400, Mark Federici, 8400 Corporate Dr., #200, Landover, MD 20785"
Virginia,Nakupuna,"Arlington, VA",06/09/2025,06/30/2025,103,Layoff,,"251 18th Street S., Arlington, VA 22202",Ret Grady,
Virginia,"TransAxle, LLC","Richmond and Springfield, VA",05/16/2025,07/15/2025,10,Layoff,,"2501 Route 73 S, Cinnaminson, NJ 08077",Human Resources,
Virginia,Leidos QTC,"Reston, VA",06/13/2025,08/15/2025,77,Layoff,,"924 Overland CT, San Dimas, CA 91773",Amy Freeman,
Virginia,"Molina Healthcare of Virginia, Inc.","Richmond, VA",05/13/2025,06/30/2025,268,Closure,,"3829 Gaskins Road, Richmond, VA 23233",Cristina Siepel,
Virginia,Old Dominion Job Corps Center,"Monroe, VA",06/03/2025,06/30/2025,130,Closure,,"1073 Father Judge RD, Monroe, VA 24574",Tiffanie Francillon,
Virginia,The Kenific Group LLC dba Pantheon Data,"Arlington, VA",05/13/2025,05/12/2025,155,Closure,,"305 Harrison Street, SE, Leesburg, VA 20175",Cheri Hostetler,
Virginia,Saddle Creek Logistics Services,"Richmond, VA",05/09/2025,07/01/2025,54,Layoff,,"3010 Saddle Creek Road, Lakeland, FL 33801",Stacey Loyd,
Virginia,Georgia-Pacific LLC,"Emporia, VA",05/02/2025,07/01/2025,554,Closure,,"133 Peachtree Street NE, Atlanta, GA 30348",Hadiya Gayle,"International Association of Machinists and Aerospace Workers, Larry Battle, President of Local W331, 819 W. 21st St., Suite 100, Norfolk, VA 23517"
Virginia,"Goldschmitt and Associates, LLC","Sterling, VA",04/24/2025,05/01/2025,217,Layoff,,"21515 Ridgetop Circle, Sterling, VA 20166",Anne Dodson,
Virginia,"United States Cellular (""USCC"")","Various, VA",03/26/2025,06/02/2025,95,Layoff,,"Various, , VA",Izik Youker,
Virginia,American Institutes of Research (AIR),"Arlington, VA",04/02/2025,06/01/2025,84,Layoff,,"Arlington, VA",Lesley Sepanloo,
Virginia,MITRE Corporation,"McLean, VA",04/02/2025,06/03/2025,442,Layoff,,"7515 Colshire Drive, McLean, VA 22102",Julie Bowen,
Virginia,Novelis Inc.,"Richmond, VA",03/31/2025,05/30/2025,72,Closure,,"3550 Peachtree Road NE, Atlanta, GA 30326",Lauren Houdek,
Virginia,King Abdullah,"Herndon, VA",03/31/2025,07/31/2025,162,Closure,,"2949 Education Dr, Herndon, VA 20171",­­­­­­­­­­Salwa Linjawi,
Virginia,Leidos,"Alexandria, VA",03/31/2025,05/30/2025,29,Layoff,,"1750 Presidents St, Reston, VA 20190",Karey Jamison,
Virginia,Goodyear,"Danville, VA",01/31/2025,04/02/2025,815,Layoff,,"200 Innovation Way, Akron, OH 44316",Jennifer Vernon,"United Steelworkers, Local 831, J.L. Pete Morton, President, 285 Shady Grove Road, Providence, NC 27315; Emil Ramirez, International Vice President, 60 Boulevard of the Allies, Pittsburgh, PA 15222"
Virginia,International Foundation for Electoral Systems,"Arlington, VA",03/11/2025,03/02/2025,48,Layoff,,"2011 Crystal Drive, Arlington, VA 22202",Natasha Campbell,
Virginia,Amazon MAK7 Facility,"Manassas, VA",03/12/2025,05/13/2025,88,Closure,,"Manassas, VA",Cabell Wagner,
Virginia,"Speyside Bourbon Cooperage, INC.","Atkins, VA",02/28/2025,04/30/2025,75,Layoff,,"960 Main St, Jackson, OH 45640",Drew Brooks,
Virginia,American Institutes of Research (AIR),"Arlington, VA",03/11/2025,05/09/2025,149,Layoff,,"1400 Crystal Dr, Arlington, VA 22202",Lesly Sepanloo,
Virginia,Management Science for Health (MSH),"Arlington, VA",02/07/2025,02/04/2025,182,,,"4201 Wilson Boulevard, Arlington, VA 22203",Kathryn Erskine,
Virginia,"D&A Consulting Service, LLC dba GetInsured","Virginia, VA",01/21/2025,02/19/2025,35,Permanent Reduction,,"7908 Point Hollow Dr, Richmond, VA 23227",Elena Fuller,
Virginia,American Woodmark Corporation,"Orange, VA",01/07/2025,03/24/2025,131,Closure,,"561 Shady Elm Road, Winchester, VA 22602",Eric Miller,
Virginia,"Nitto, Inc","Chesapeake, VA",01/08/2025,03/07/2025,86,Closure,,"809 Principal Ct, Chesapeake, VA 23320",Becky Carroll,
Virginia,VF Outdoor LLC,"Martinsville, VA",11/15/2024,01/19/2025,242,Closure,,"500 Nautica Way, Martinsville, VA 24112",Gretchen Brown,"Workers United, Harris Raynor, Southern Regional Director, hlraynor@bellsouth.net; Workers United, Lynne Fox, President, info@workers-united.org; Workers United, Emerson Goldstein, Egoldstein.wu@gmail.com"
Virginia,Boeing,"Arlington, Fairfax, Newport News, Richmond, VA",11/15/2024,01/17/2025,68,Layoff,,"929 Long Bridge Drive, Arlington, VA 22202",Elizabeth French,
Virginia,Compass One Healthcare,"Norfolk, VA",11/15/2024,02/02/2025,203,Layoff,,"601 Children's Lane, Norfolk, VA 23507",Marissa Brodie,
Virginia,"IAC Strasburg, LLC","Strasburg, VA",10/08/2024,12/31/2024,69,Closure,,"806 East Queen Street, Strasburg, VA 22657",Jennifer Perricci,UAW Local 2999
Virginia,Kaleo,"Richmond, VA",09/30/2024,11/30/2024,8,Layoff,,"111 Virginia Street, Suite 300, Richmond, VA 23219",Elvira Cashel,
Virginia,Cygnus Home Service LLC dba Yelloh!,"Bedford, VA",09/23/2024,11/22/2024,11,Closure,,"716 Industrial Avenue, Bedford, VA 24523",Dana Panucci,
Virginia,Boar's Head,"Jarratt, VA",09/17/2024,09/13/2024,600,Closure,,"2230 Wyatts Mills Road, Jarratt, VA 23867",Scott Habermehl,"United Food and Commercial Workers International Union, Local 400, Mark Federici 8400 Corporate Dr., Ste 200, Landover, MD 20785; UFCW International, Marc Perrone, 1775 K St. NW, Washington, DC 20006"
Virginia,"Distinctive Spectrum Joint Venture, 8a LLC","Dumfries & Fairfax, VA",08/30/2024,11/01/2024,132,Layoff,,"4375 Fair Lakes Court, Fairfax, VA 22033",Patricia Franczak,
Virginia,LL Flooring,"Sandston, VA, VA",08/27/2024,10/10/2024,119,Closure,,"6115 Technology Creek Drive, Sandston, VA 23150",Dominique Young,
Virginia,Sky Chefs Inc.,"Arlington, VA",07/30/2024,09/30/2024,100,Layoff,,"3733 Post Office Road, Arlington, VA 20001",Suzanne Aliano,"D. Taylor, President, UNITE HERE International Union, dtaylor@unitehere.org, (212) 541-4226; Alisa Gallo, Deputy Director Food Services & Development and Designee, UNITE HERE, agallo@unitehere.org, (401) 447-6954"
Virginia,Amentum,"Falls Church & Springfield, VA",07/26/2024,09/27/2024,53,Closure,,"7799 Leesburg Pike, Suite 300 N., Falls Church, VA 22043",Katrina Kniska,
Virginia,"Keurig Green Mountain, Inc.","Windsor, VA",07/16/2024,12/31/2024,379,Closure,,"2500 Old Mill Road, Windsor, VA 23487",Jennifer Amundsen,
Virginia,BAE Systems Inc,"McLean, VA",07/15/2024,09/14/2024,56,Layoff,,"8201 Greensboro Drive, McLean, VA 22102",Katara Hanson,
Virginia,"Continental Automotive Systems, Inc","Culpepper, VA",07/01/2024,10/04/2024,150,Closure,,"13456 Lovers Lane, Culpeper, VA 22701",Kim Souva,
Virginia,National Express Transit,"Roanoke, VA",06/21/2024,07/31/2024,194,Closure,,"5401 Barnes Avenue, Roanoke, VA 24019",Corina Nelson,
Virginia,RMC Events,"Richmond, VA",06/18/2024,08/12/2024,280,Layoff,,"8247 Meadowbridge Road, Mechanicsville, VA 23116",Shawn Jacobson,
Virginia,"GEO Secure Services, LLC-Lawrenceville Correctional Center","Lawrenceville, VA",05/31/2024,07/31/2024,235,Closure,,"1607 Planters Road, Lawrenceville, VA 23868",Nicole Moody,
Virginia,Sodexo,"Winchester, VA",04/30/2024,05/31/2024,119,Closure,,"Shenandoah University, Winchester, VA 22601",John Teeple,
Virginia,Iron Mountain,"Sterling, VA",04/30/2024,06/28/2024,64,Closure,,"45120 Global Plaza #100, Sterling, VA 20166",Freddie Brouse,
Virginia,UPS,"Roanoke, VA",04/03/2024,06/03/2024,153,Closure,,"3941 Thirlane Road, Roanoke, VA 24012",Raul Simons,"International Brotherhood of Teamsters is Michael Robertson – I.B.T. Local 171, 2550 West Main Street, Salem, Virginia 24153"
Virginia,"Universal Protection Service, LLC","McLean, VA",03/01/2024,05/01/2024,86,Layoff,,"Eight Tower Bridge, 161 Washington Street, Suite 600, Conshohocken, PA 19428",,
Virginia,"Evergreen Enterprises of VA, LLC","Madison, VA",02/26/2024,05/03/2024,107,Layoff,,"5915 Midlothian Turnpike, Richmond, VA 23225",Joe Bower,
Virginia,"IAC Strasburg, LLC","Strasburg, VA",02/23/2024,04/26/2024,135,Layoff,,"806 East Queen Street, Strasburg, VA 22657",Tim Carroll,UAW Local 2999
Virginia,Moog Industrial Group,"Radford, VA",02/21/2024,05/10/2024,156,Closure,,"1120 Rock Road West, Radford, VA 24141",Brandon Smith,
Virginia,Sodexo,"Richmond, VA",02/14/2024,04/14/2024,108,Layoff,,"9801 Washingtonian Blvd, Suite 1, Gaithersburg, MD 20878",Charles Goode,
Virginia,"GALA Group North America, Inc.","Dublin, VA",02/06/2024,04/06/2024,60,Closure,,"3994 Pepperell Way, Dublin, VA 24084",Jason Sorvillo,
Virginia,Inova Health Care Services,"Falls Church, VA",01/16/2024,03/31/2024,98,Closure,,"3300 Gallows Road, Falls Church, VA 22042",Jeffrey Pratt,
Virginia,"Lost Boys Interactive, LLC","Springfield, VA",01/11/2024,03/15/2024,1,Closure,,"6417 Normandy Lane, Suite 201, Madison, WI 53719",Jessica Grube,
Virginia,Ruan Transport Corporation,"Rural Retreat, VA",01/05/2024,03/01/2024,17,Closure,,"11499 Intertrans Lane, Gordonsville, VA 22942",Mallory Harmon,
Virginia,Broadcom Inc.,"Reston, VA",11/27/2023,01/26/2024,116,Layoff,,"12100 Sunset Hills, Reston, VA 20191",Sandy Cabrera,
Virginia,Advance Care Hospice,"North Chesterfield, VA",11/06/2023,01/05/2024,10,Layoff,,"7501 Boulder View Drive, Suite 601, Richmond, VA",Emily Endert,
Virginia,Advance Care Home Health,"North Chesterfield, VA",11/06/2023,01/05/2024,46,Layoff,,"7501 Boulder View Drive, Suite 601, Richmond, VA 23225",Emily Endert,
Virginia,Great Minds,"Richmond, VA",11/03/2023,12/31/2023,79,Layoff,,"55 M Street, SE Suite 301, Washington, DC 20003",Donna Brown,
Virginia,Ball Advanced Aluminum Technologies,"Verona, VA",11/01/2023,12/31/2023,73,Closure,,"56 Dunsmore Road, Verona, VA 24482",Jennifer Strey Jennifer Strey,
Virginia,Cygnus Home Service,"Bedford, VA",10/25/2023,12/15/2023,9,Closure,,"716 Industrial Avenue, Bedford, VA 24523",Amanda Kanai,
Virginia,"NE Virginia Emergency Physicians, LLC","Fairfax & Falls Church, VA",10/24/2023,12/31/2023,137,Layoff,,"3300 Gallows Road, Fairfax, VA 22042",Audrey Royale,
Virginia,"Morgan Olson, LLC","Ringgold, VA",10/23/2023,12/22/2023,435,Layoff,,"100 Morgan Olson Way, Ringgold, VA 24586",Niki Reiter,
Virginia,BioSteel Sports Nutrition (Canopy Group),"Verona, VA",09/14/2023,09/14/2023,79,Closure,,"33 Lakeview Court, Verona, VA 24482",Jennifer Maske,
Virginia,HII Mission Technologies (Alion Technology),"Norfolk, VA",09/12/2023,09/29/2023,157,Layoff,,"5360 Robinhood Road, Suite 300, Norfolk, VA 23513",Neela Guthrie,
Virginia,"Thriveworks Administrative Services, LLC","Lynchburg, VA",09/11/2023,11/30/2023,3,Layoff,,"1000 Jefferson Street, Suite 2C, Lynchburg, VA 24504",Dagen Weaver,
Virginia,Giant Delivers,"Manassas, VA",08/28/2023,10/21/2023,72,Closure,,"7413 Cushin Road, Suite 160, Manassas, VA 20109",Brian Wanner,"International Brotherhood of Teamsters, Local 639, General President Sean M O'Brien, 25 Louisian Ave., NW, Washington, DC 20001; United Food & Commercial Workers International Union, Local 400, President, Marc Perrone, 1775 K St., NW Washington, DC 20006"
Virginia,CVS Health,"Ashland, VA",08/18/2023,10/21/2023,43,Closure,,"9555 Kings Charter Drive, Ashland, VA 23005",Jennifer Bailey,
Virginia,WayForth,"Richmond, VA",08/11/2023,08/11/2023,78,Layoff,,"1518 Willow Lawn Drive, Suite 300, Richmond, VA 23230",Craig Shealy,
Virginia,Parkdale,"Hillsville, VA",08/10/2023,10/09/2023,326,Closure,,"1 Advance Technology Drive, Hillsville, VA 24343",Karen Menting,
Virginia,CTR Management Group LLC,"Tysons, VA",07/31/2023,08/30/2023,93,Closure,,"1775 Tysons Blvd., 5th Floor, Tysons, VA 22102",Ryan Camarillo,
Virginia,Yellow Trucking (YRC Freight) Teamsters Local 29,"Fishersville, VA",07/30/2023,07/30/2023,24,Closure,,"53 Expo Road, Fishersville, VA 22939",Matt Martin,"Teamsters LU No 29, Secretary-Treasurer William M. Martin, 1mattmartin@gmail.com"
Virginia,Yellow Trucking (YRC Freight) Teamsters Local 171,"Roanoke, VA",07/30/2023,07/30/2023,24,Closure,,"1665 Seibel Drive, NE, Roanoke, VA 24012",Todd Robertson,"President, Michael T. Robertson, local171@comcast.net"
Virginia,Yellow Trucking (YRC Freight) Teamsters Local 639,"Manassas, VA",07/30/2023,07/30/2023,23,Closure,,"10451 Colonial Court, Manassas, VA 20110",John Estes,
Virginia,Yellow Trucking (YRC Freight) Teamsters Local 822,"Chesapeake, VA",07/30/2023,07/30/2023,37,Closure,,"1313 Cavalier Boulevard, Chesapeake, VA 23323",J.R. Ortiz,"Teamsters LU No 822, President James A. Wright, teamsters822@gmail.com"
Virginia,Yellow Trucking (YRC Freight) Teamsters Local 592,"Chesterfield, VA",07/30/2023,07/30/2023,70,Closure,,"9600 Express Lane, Chesterfield, VA 23237",Jim Smith,"President, James R. Smith, teamsterslocal592@comcast.net"
Virginia,QOMPLX,"Tysons, VA",07/20/2023,08/01/2023,60,Closure,,"1775 Tysons Blvd., Suite 800, Tysons, VA 22102",Kevin Amrine,
Virginia,"Portfolio Recovery Associates, LLC (PRA Group Inc.)","Danville, VA",07/18/2023,10/20/2023,123,Closure,,"119 Cane Creek Blvd, Danville,, VA 24540",Gina Hughes,
Virginia,"Wellmore Energy Compnay, LLC (Black Watch Shop and Central Warehouse)","Big Rock, VA",07/11/2023,09/10/2023,3,Layoff,,"1395 BD Shop Road, Big Rock, VA 24603",Gary Prater,
Virginia,"Wellmore Energy Company, LLC (Surface Minerals)","Grundy, VA",07/11/2023,09/10/2023,15,Layoff,,"2845 Convict Hollow Road, Grundy, VA 24614",Gary Prater,
Virginia,"Wellmore Energy Company, LLC (Paw Paw 2 South)","Big Rock, VA",07/11/2023,09/10/2023,39,Layoff,,"3113 Old Rock Lick Road, Big Rock, VA 24603",Gary Prater,
Virginia,"Wellmore Energy Company, LLC (Paw Paw 2 North)","Hurley, VA",07/11/2023,09/10/2023,20,Layoff,,"16721 Hurley Road, Hurley, VA 24614",Gary Prater,
Virginia,"Wellmore Energy Company, LLC (Laboratory)","Big Rock, VA",07/11/2023,09/10/2023,2,Layoff,,"1236 Home Creek Road, Big Rock, VA 24603",Gary Prater,
Virginia,"Wellmore Energy Company, LLC (Elk Creek)","Hurley, VA",07/11/2023,09/10/2023,58,Layoff,,"2493 Elk Creek Drive, Hurley, VA 24620",Gary Prater,
Virginia,"Wellmore Energy Company, LLC (Company Trucks, Safety and Engineering)","Grundy, VA",07/11/2023,09/10/2023,12,Layoff,,"1073 Riverview Street, Grundy, VA 24614",Gary Prater,
Virginia,"Wellmore Energy Company, LLC (Black Watch Operations)","Grundy, VA",07/11/2023,09/10/2023,1,Layoff,,"1209 Old Rock Road, Grundy, VA 24614",Gary Prater,
Virginia,Walmart Neighborhood Market (Store 3885),"Richmond, VA",07/11/2023,10/06/2023,98,Closure,,"702 SW 8th Street, Bentonville, AR 72716",Greg Holt,
Virginia,"Compass Group USA, Inc","McLean, VA",06/30/2023,09/01/2023,220,Layoff,,"1600 Capital One Drive, McLean, VA 22102",Lee Dervech,
Virginia,"VIRTEX PPI/Time Zero, Inc. (Waynesboro, VA Plant)","Waynesboro, VA",06/21/2023,08/21/2023,76,Closure,,"16310 Bratton Lane, Austin, TX 78728",TJ Kohinke,
Virginia,"Marine Hydraulics International, LLC (MHI)","Norfolk, VA",06/19/2023,08/21/2023,139,Layoff,,"543 East Indian River Road, Norfolk, VA 23523",Joy Henderson,
Virginia,The Yankee Candle Company Inc.,"Blairs, VA",06/16/2023,07/31/2023,58,Closure,,"200 Toy Lane, Blairs, VA 24527",Igor deMelo,
Virginia,INMET Mining,"Appalachia & St. Charles, VA",06/16/2023,06/22/2023,258,Closure,,"144E Market Place Blvd, Knoxville, TN 37922",Robin Carter,
Virginia,"Watermark Retirement Communities, LLC","Fairfax, VA",06/09/2023,08/08/2023,94,Layoff,,"4578 N. 1st Ave., Suite 160, Tucson, AZ 85718",Michael Burkhart,
Virginia,"Science Systems and Applications, Inc. (SSAI)","Hampton, VA",04/26/2023,05/31/2023,199,Layoff,,"10210 Greenbelt Road, Ste. 600, Lanham, MD 20706",Cassandra McIntyre,
