state,company,city,notice_date,layoff_date,employees_affected,closure_type,notes,NAICS  Code,Local Area,Total  Employees,Effective  Date,Unnamed: 0,Worker Adjustment and Retraining Notification (WARN) List,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,COUNTY_NAME,WDA_NAME,WFDD_RECEIVED_DATE,zip,lwib_area,address,contact_person,collective_bargaining_unit,type_detail
Oregon,,,,,,,,,,,,6875,"Continuum Global Solutions, LLC",Portland,2020-08-12 00:00:00,255,Permanent closure,2020-06-10 00:00:00,,,,,,,,,
Oregon,,,,,,,,,,,,6964,The Bay Company - Portland,Tigard,2020-09-29 00:00:00,125,Other,2020-06-09 00:00:00,,,,,,,,,
Oregon,,,,,,,,,,,,6964,The Bay Company - Portland,Tigard,2020-04-15 00:00:00,289,Large Layoff - 10 or more workers,2020-06-09 00:00:00,,,,,,,,,
Oregon,,,,,,,,,,,,6874,EVRAZ - Portland,Portland,2020-06-08 00:00:00,65,Reduction,2020-06-08 00:00:00,,,,,,,,,
Oregon,,,,,,,,,,,,6867,Marriott Portland Downtown Waterfront ,Portland,2020-11-06 00:00:00,145,Reduction,2020-06-05 00:00:00,,,,,,,,,
Oregon,,,,,,,,,,,,6867,Marriott Portland Downtown Waterfront ,Portland,2020-03-21 00:00:00,248,Temporary Layoff,2020-06-05 00:00:00,,,,,,,,,
Oregon,,,,,,,,,,,,6903,PCC Structurals - Portland,Portland,2020-07-24 00:00:00,94,Reduction,2020-06-04 00:00:00,,,,,,,,,
Oregon,,,,,,,,,,,,6903,PCC Structurals - Clackamas,Clackamas,2020-04-15 00:00:00,170,Reduction,2020-06-04 00:00:00,,,,,,,,,
Oregon,,,,,,,,,,,,6903,PCC Structurals - Portland,Portland,2020-04-15 00:00:00,547,Reduction,2020-06-04 00:00:00,,,,,,,,,
Oregon,,,,,,,,,,,,6903,PCC Structurals - Redmond,Redmond,2020-04-13 00:00:00,175,Large Layoff - 10 or more workers,2020-06-04 00:00:00,,,,,,,,,
Oregon,,,,,,,,,,,,6847,Benson Hotel,Portland,2020-06-01 00:00:00,81,Reduction,2020-06-01 00:00:00,,,,,,,,,
Oregon,,,,,,,,,,,,6846,Embassy Suites - Portland - Wash Sq ,Tigard,2020-06-01 00:00:00,7,Temporary Layoff,2020-05-31 00:00:00,,,,,,,,,
Oregon,,,,,,,,,,,,6846,Embassy Suites - Portland - Wash Sq ,Tigard,2020-03-29 00:00:00,81,Temporary Layoff,2020-05-31 00:00:00,,,,,,,,,
Oregon,,,,,,,,,,,,6751,Interfor - Gilchrist Division,Gilchrist,2020-06-01 00:00:00,131,Temporary Layoff,2020-05-19 00:00:00,,,,,,,,,
Oregon,,,,,,,,,,,,7056,Atrium Hospitality - Portland Embassy S,Portland,2020-03-12 00:00:00,105,Other,2020-05-13 00:00:00,,,,,,,,,
Oregon,,,,,,,,,,,,6596,Nordstrom - Clackamas Town Center,Happy Valley,2020-06-01 00:00:00,189,Permanent closure,2020-05-11 00:00:00,,,,,,,,,
Oregon,,,,,,,,,,,,6551,Bright Wood - Redmond,Redmond,2020-03-23 00:00:00,12,Large Layoff - 10 or more workers,2020-05-04 00:00:00,,,,,,,,,
Oregon,,,,,,,,,,,,6551,Bright Wood,Madras,2020-03-23 00:00:00,199,Large Layoff - 10 or more workers,2020-05-04 00:00:00,,,,,,,,,
Oregon,,,,,,,,,,,,6468,DAKINE,Hood River,2020-05-15 00:00:00,39,Permanent closure,2020-05-01 00:00:00,,,,,,,,,
Oregon,,,,,,,,,,,,6352,Meggitt - Oregon Inc,Mcminnville,2020-05-18 00:00:00,118,Large Layoff - 10 or more workers,2020-04-30 00:00:00,,,,,,,,,
Oregon,,,,,,,,,,,,6469,Multnomah Street Property,Portland,2020-03-26 00:00:00,20,Permanent closure,2020-04-29 00:00:00,,,,,,,,,
Oregon,,,,,,,,,,,,6469,IVI Hotel Management of Oregon - Innven,"Tukwila, WA",2020-03-20 00:00:00,350,Reduction,2020-04-29 00:00:00,,,,,,,,,
Oregon,,,,,,,,,,,,6469,IVI Hotel Management of Oregon - Innven,"Tukwila, WA",2020-03-20 00:00:00,18,Other,2020-04-29 00:00:00,,,,,,,,,
Oregon,,,,,,,,,,,,6321,Regal - Tigard,Tigard,2020-03-17 00:00:00,68,Other,2020-04-29 00:00:00,,,,,,,,,
Oregon,,,,,,,,,,,,6465,Portland Art Museum,Portland,2020-07-01 00:00:00,96,Reduction,2020-04-28 00:00:00,,,,,,,,,
Oregon,,,,,,,,,,,,6462,Hertz,"Estero, FL",2020-06-18 00:00:00,1,Reduction,2020-04-24 00:00:00,,,,,,,,,
Oregon,,,,,,,,,,,,6462,Hertz - PDX,Portland,2020-05-20 00:00:00,17,Temporary Layoff,2020-04-24 00:00:00,,,,,,,,,
Oregon,,,,,,,,,,,,6462,Hertz - PDX,Portland,2020-04-14 00:00:00,67,Large Layoff - 10 or more workers,2020-04-24 00:00:00,,,,,,,,,
Oregon,,,,,,,,,,,,6271,Adventist Health - Tillamook,Tillamook,2020-12-31 00:00:00,7,Reduction,2020-04-23 00:00:00,,,,,,,,,
Oregon,,,,,,,,,,,,6271,Adventist Health - Tillamook,Tillamook,2020-05-05 00:00:00,15,Temporary Layoff,2020-04-23 00:00:00,,,,,,,,,
Oregon,,,,,,,,,,,,6271,Adventist Health - Tillamook,Tillamook,2020-05-05 00:00:00,2,Reduction,2020-04-23 00:00:00,,,,,,,,,
Oregon,,,,,,,,,,,,6183,Enterprise Holdings ,Tualatin,2020-04-30 00:00:00,14,Reduction,2020-04-23 00:00:00,,,,,,,,,
Oregon,,,,,,,,,,,,6183,Enterprise Holdings - PDX,Portland,2020-04-30 00:00:00,18,Reduction,2020-04-23 00:00:00,,,,,,,,,
Oregon,,,,,,,,,,,,6183,Enterprise Holdings - PDX ,Portland,2020-03-19 00:00:00,60,Temporary Layoff,2020-04-23 00:00:00,,,,,,,,,
Oregon,,,,,,,,,,,,6183,Enterprise Holdings - Admin,Tualatin,2020-03-19 00:00:00,262,Temporary Layoff,2020-04-23 00:00:00,,,,,,,,,
Oregon,,,,,,,,,,,,6065,Visionworks,"San Antonio, TX",2020-04-20 00:00:00,103,Other,2020-04-23 00:00:00,,,,,,,,,
Oregon,,,,,,,,,,,,6064,Oksenholt Hospitality Company - Meredit,Lincoln City,2020-03-19 00:00:00,94,Large Layoff - 10 or more workers,2020-04-20 00:00:00,,,,,,,,,
Oregon,,,,,,,,,,,,6064,Oksenholt Hospitality Company - Mojo Re,Bend,2020-03-18 00:00:00,2,Large Layoff - 10 or more workers,2020-04-20 00:00:00,,,,,,,,,
Oregon,,,,,,,,,,,,6064,Oksenholt Hospitality - Meredith Lodgin,Bend,2020-03-17 00:00:00,15,Large Layoff - 10 or more workers,2020-04-20 00:00:00,,,,,,,,,
Oregon,,,,,,,,,,,,5779,Enterprise Holdings - PDX,Portland,2020-03-04 00:00:00,62,Temporary Layoff,2020-04-20 00:00:00,,,,,,,,,
Oregon,,,,,,,,,,,,5668,Augusta Sportswear Brands - Coburg,Coburg,2020-03-31 00:00:00,25,Temporary Layoff,2020-04-16 00:00:00,,,,,,,,,
Oregon,,,,,,,,,,,,5668,Augusta Sportswear Brands - Coburg,Coburg,2020-03-30 00:00:00,21,Temporary Layoff,2020-04-16 00:00:00,,,,,,,,,
Oregon,,,,,,,,,,,,5668,Augusta Sportswear Brands - Coburg,Coburg,2020-03-23 00:00:00,6,Temporary Layoff,2020-04-16 00:00:00,,,,,,,,,
Oregon,,,,,,,,,,,,5781,Women's Healthcare Associates,Portland,2020-04-13 00:00:00,186,Temporary Layoff,2020-04-14 00:00:00,,,,,,,,,
Oregon,,,,,,,,,,,,5587,The Portland Clinic,Portland,2020-06-01 00:00:00,101,Reduction,2020-04-14 00:00:00,,,,,,,,,
Oregon,,,,,,,,,,,,5587,The Portland Clinic,Portland,2020-06-01 00:00:00,90,Temporary Layoff,2020-04-14 00:00:00,,,,,,,,,
Oregon,,,,,,,,,,,,5587,The Portland Clinic,Portland,2020-04-06 00:00:00,193,Other,2020-04-14 00:00:00,,,,,,,,,
Oregon,,,,,,,,,,,,5587,The Portland Clinic,Portland,2020-04-01 00:00:00,234,Other,2020-04-14 00:00:00,,,,,,,,,
Oregon,,,,,,,,,,,,5037,Andale Management Group dba The Country,Portland,2020-03-17 00:00:00,48,Temporary Layoff,2020-04-10 00:00:00,,,,,,,,,
Oregon,,,,,,,,,,,,4957,Eagle Crest Resort,Redmond,2020-04-10 00:00:00,60,Temporary Layoff,2020-04-09 00:00:00,,,,,,,,,
Oregon,,,,,,,,,,,,4764,The Oregon Clinic,Portland,2020-03-16 00:00:00,820,Temporary Layoff,2020-04-08 00:00:00,,,,,,,,,
Oregon,,,,,,,,,,,,4763,Allura - OR,White City,2020-04-08 00:00:00,80,Other,2020-04-08 00:00:00,,,,,,,,,
Oregon,,,,,,,,,,,,4762,Phoenix Inn Suites,Salem,2020-03-27 00:00:00,15,Reduction,2020-04-08 00:00:00,,,,,,,,,
Oregon,,,,,,,,,,,,4762,The Salem Convention Center,Salem,2020-03-27 00:00:00,72,Reduction,2020-04-08 00:00:00,,,,,,,,,
Oregon,,,,,,,,,,,,4762,The Grand Hotel in Salem,Salem,2020-03-27 00:00:00,26,Reduction,2020-04-08 00:00:00,,,,,,,,,
Oregon,,,,,,,,,,,,4762,Phoenix Inn Suites - Albany,Albany,2020-03-27 00:00:00,13,Reduction,2020-04-08 00:00:00,,,,,,,,,
Oregon,,,,,,,,,,,,4762,The Grand Hotel at Bridgeport,Tigard,2020-03-27 00:00:00,28,Reduction,2020-04-08 00:00:00,,,,,,,,,
Oregon,,,,,,,,,,,,4762,Phoenix Inn Suites - Lake Oswego,Lake Oswego,2020-03-27 00:00:00,12,Reduction,2020-04-08 00:00:00,,,,,,,,,
Oregon,,,,,,,,,,,,4762,Phoenix Inn Suites - Eugene,Eugene,2020-03-27 00:00:00,21,Reduction,2020-04-08 00:00:00,,,,,,,,,
Oregon,,,,,,,,,,,,4762,Bentley's Grill,Salem,2020-03-27 00:00:00,40,Reduction,2020-04-08 00:00:00,,,,,,,,,
Oregon,,,,,,,,,,,,4956,Multnomah Athletic Club,Portland,2020-05-01 00:00:00,635,Large Layoff - 10 or more workers,2020-04-06 00:00:00,,,,,,,,,
Oregon,,,,,,,,,,,,4388,EVRAZ - Portland,Portland,2020-04-06 00:00:00,232,Reduction,2020-04-06 00:00:00,,,,,,,,,
Oregon,,,,,,,,,,,,4522,Landmark Ford Lincoln,Tigard ,2020-03-25 00:00:00,46,Temporary Layoff,2020-04-03 00:00:00,,,,,,,,,
Oregon,,,,,,,,,,,,4381,Pac-12 Enterprises dba Pac-12 Networks,"San Francisco, CA",2020-03-14 00:00:00,531,Other,2020-04-03 00:00:00,,,,,,,,,
Oregon,,,,,,,,,,,,4334,Carr Auto Group,Beaverton,2020-04-03 00:00:00,54,Temporary Layoff,2020-04-03 00:00:00,,,,,,,,,
Oregon,,,,,,,,,,,,4323,Benihana,Beaverton,2020-03-17 00:00:00,57,Reduction,2020-04-02 00:00:00,,,,,,,,,
Oregon,,,,,,,,,,,,4198,RLK Co. Timberline Lodge,Government Camp,2020-03-23 00:00:00,471,Reduction,2020-04-01 00:00:00,,,,,,,,,
Oregon,,,,,,,,,,,,4169,Shamrock Foods Co.,Portland,2020-04-01 00:00:00,8,Temporary Layoff,2020-04-01 00:00:00,,,,,,,,,
Oregon,,,,,,,,,,,,5407,John's Incredible Pizza Company ,Beaverton,2020-04-03 00:00:00,74,Temporary Layoff,2020-03-31 00:00:00,,,,,,,,,
Oregon,,,,,,,,,,,,4091,SAS Restaurant Ventures,Ontario,2020-03-31 00:00:00,32,Temporary Layoff,2020-03-31 00:00:00,,,,,,,,,
Oregon,,,,,,,,,,,,4079,Paper Source - Tigard,Tigard ,2020-03-29 00:00:00,13,Temporary Layoff,2020-03-27 00:00:00,,,,,,,,,
Oregon,,,,,,,,,,,,4079,Paper Source - Portland,Portland,2020-03-29 00:00:00,13,Temporary Layoff,2020-03-27 00:00:00,,,,,,,,,
Oregon,,,,,,,,,,,,4337,Big Al's II,Beaverton,2020-03-18 00:00:00,120,Temporary Layoff,2020-03-18 00:00:00,,,,,,,,,
Oregon,,,,,,,,,,,,8592,"Rise Services, Inc.","Mesa, AZ",,,Permanent closure,2023-07-18 00:00:00,,,,,,,,,
Oregon,,,,,,,,,,,,6692,Happy Guests Intl. - Salty's,Portland,,,Temporary Layoff,2020-05-14 00:00:00,,,,,,,,,
Oregon,,,,,,,,,,,,9324,"Zeco Systems, Inc. dba Shell EV Chargin","Los Angeles, CA",,,Large Layoff - 10 or more workers,2025-08-18 00:00:00,,,,,,,,,
Oregon,,,,,,,,,,,,8470,BOISE CASCADE ELGIN PLYWOOD MILL       ,ELGIN                         ,,,Large Layoff - 10 or more workers,2022-12-14 00:00:00,,,,,,,,,
South Dakota,Christ The King School,Sioux Falls,02/24/2026,,31,,https://dlr.sd.gov/workforce_services/businesses/warn_notices/christ-the-king-school-sioux-falls.pdf,,,,,,,,,,,,,,,,,,,,
South Dakota,JeniusBank (digital unit of SMBC Manubank),Nationwide,01/08/2025,,173 (nationwide),,https://dlr.sd.gov/workforce_services/businesses/warn_notices/manubank-jeniusbank-nationwide.pdf,,,,,,,,,,,,,,,,,,,,
South Dakota,"Select Medical Corporation, dba Select Specialty Hospital - South Dakota",Sioux Falls,10/09/2025,,90,,https://dlr.sd.gov/workforce_services/businesses/warn_notices/select-specialty-hospital-sioux-falls.pdf,,,,,,,,,,,,,,,,,,,,
South Dakota,KBR [Earth Resources Observation & Science (EROS) Data Center],Sioux Falls,10/01/2025,,,,https://dlr.sd.gov/workforce_services/businesses/warn_notices/kbr-eros-sioux-falls.pdf,,,,,,,,,,,,,,,,,,,,
South Dakota,Cimpl's LLC,Yankton,05/30/2025,,36,,https://dlr.sd.gov/workforce_services/businesses/warn_notices/cimpls-yankton-2.pdf,,,,,,,,,,,,,,,,,,,,
South Dakota,"Accelerate360 Distribution, LLC – Dakota Merchandising Remote Work",Sioux Falls,04/25/2025,,324 (11  reside in South Dakota),,https://dlr.sd.gov/workforce_services/businesses/warn_notices/accelerate360-distribution-sioux-falls.pdf,,,,,,,,,,,,,,,,,,,,
South Dakota,Cimpl's LLC,Yankton,03/17/2025,,277,,https://dlr.sd.gov/workforce_services/businesses/warn_notices/cimpls-yankton.pdf,,,,,,,,,,,,,,,,,,,,
Texas,Macy's - Houston (Almeda),Houston,01/15/2025,03/18/2025,72.0,,,,,,,,,,,,,,Harris,Gulf Coast WDA,01/15/2025,,,,,,
Texas,RR Donnelley,Nacogdoches,01/14/2025,03/15/2025,88.0,,,,,,,,,,,,,,Nacogdoches,Deep East Texas WDA,01/14/2025,,,,,,
Texas,"COSMAX NBT USA, INC #1",Garland,01/14/2025,02/28/2025,80.0,,,,,,,,,,,,,,Dallas,Dallas County WDA,01/14/2025,,,,,,
Texas,"Scentsy, Inc.",Coppell,01/09/2025,03/01/2025,94.0,,,,,,,,,,,,,,Dallas,Dallas County WDA,01/09/2025,,,,,,
Texas,Commanche Peak Nuclear Power Plant,Glen Rose,01/08/2025,01/31/2025,86.0,,,,,,,,,,,,,,Somervell,North Central Texas WDA,01/08/2025,,,,,,
Texas,Crothall Healthcare-Houston,Houston,01/08/2025,12/15/2024,69.0,,,,,,,,,,,,,,Harris,Gulf Coast WDA,01/08/2025,,,,,,
Texas,"ICON Technology, Inc.",Austin,01/07/2025,03/08/2025,114.0,,,,,,,,,,,,,,Travis,Capital Area WDA,01/07/2025,,,,,,
Texas,Animal Supply Co. LLC,Grand Prairie,02/11/2025,02/21/2025,145.0,,,,,,,,,,,,,,Tarrant,Tarrant County WDA,02/11/2025,,,,,,
Texas,Catholic Charities of Dallas (Refuge Resettlement Program),Dallas,02/11/2025,02/11/2025,63.0,,,,,,,,,,,,,,Dallas,Dallas County WDA,02/11/2025,,,,,,
Texas,Propio Language Services,San Antonio,02/11/2025,02/11/2025,40.0,,,,,,,,,,,,,,Bexar,Alamo WDA,02/11/2025,,,,,,
Texas,Catholic Charities Archdiocese Of Galveston-Houston (Louisiana Street),Houston,02/10/2025,02/07/2025,11.0,,,,,,,,,,,,,,Harris,Gulf Coast WDA,02/10/2025,,,,,,
Texas,Catholic Charities Archdiocese Of Galveston-Houston (Smith Street),Houston,02/10/2025,02/07/2025,43.0,,,,,,,,,,,,,,Harris,Gulf Coast WDA,02/10/2025,,,,,,
Texas,Catholic Charities Archdiocese Of Galveston-Houston (Bering Drive),Houston,02/10/2025,02/07/2025,58.0,,,,,,,,,,,,,,Harris,Gulf Coast WDA,02/10/2025,,,,,,
Texas,Catholic Charities Archdiocese Of Galveston-Houston (San Felipe),Houston,02/10/2025,02/07/2025,8.0,,,,,,,,,,,,,,Harris,Gulf Coast WDA,02/10/2025,,,,,,
Texas,Syzygy Plasmonics,Houston,02/05/2025,03/31/2025,58.0,,,,,,,,,,,,,,Harris,Gulf Coast WDA,02/05/2025,,,,,,
Texas,Syzygy Plasmonics (Kirby),Houston,02/05/2025,03/31/2025,10.0,,,,,,,,,,,,,,Harris,Gulf Coast WDA,02/05/2025,,,,,,
Texas,"LX Pantos America, Inc.",Fort Worth,02/05/2025,04/04/2025,131.0,,,,,,,,,,,,,,Tarrant,Tarrant County WDA,02/05/2025,,,,,,
Texas,Pathlight Property Management (OPVHHJV LLC),Plano,02/05/2025,03/31/2025,192.0,,,,,,,,,,,,,,Collin,North Central Texas WDA,02/05/2025,,,,,,
Texas,Hll Mission Technologies(Administrative Office of the US Courts (AOUSC),San Antonio,02/05/2025,03/31/2025,56.0,,,,,,,,,,,,,,Bexar,Alamo WDA,02/05/2025,,,,,,
Texas,One TouchPoint,Austin,01/30/2025,01/31/2025,43.0,,,,,,,,,,,,,,Travis,Capital Area WDA,01/30/2025,,,,,,
Texas,S & B Engineers and Constructors (Eastman),Longview,01/29/2025,03/28/2025,43.0,,,,,,,,,,,,,,Gregg,East Texas WDA,01/29/2025,,,,,,
Texas,Allied Aviation-Southlake,Southlake,01/29/2025,03/31/2025,362.0,,,,,,,,,,,,,,Tarrant,Tarrant County WDA,01/29/2025,,,,,,
Texas,Manpower Group (Irving),Irving,01/29/2025,03/28/2025,173.0,,,,,,,,,,,,,,Dallas,Dallas County WDA,01/29/2025,,,,,,
Texas,"Construction Specialties Platforn Holdings, LLC",Denton,01/27/2025,03/31/2025,89.0,,,,,,,,,,,,,,Denton,North Central Texas WDA,01/27/2025,,,,,,
Texas,"Chalk Mountain Services of Texas of Texas, LLC (Pleasanton)",Pleasanton,01/21/2025,02/02/2025,1.0,,,,,,,,,,,,,,Atascosa,Alamo WDA,01/21/2025,,,,,,
Texas,Grocery Delivery E Services USA DBA Hello Fresh (Tarrant),Grand Prairie,03/12/2025,05/13/2025,273.0,,,,,,,,,,,,,,Tarrant,Tarrant County WDA,03/12/2025,,,,,,
Texas,Constellis LLC (Laredo Border Station),Laredo,03/12/2025,03/07/2025,121.0,,,,,,,,,,,,,,Webb,South Texas WDA,03/12/2025,,,,,,
Texas,Constellis LLC (Laredo #2),Laredo,03/12/2025,03/07/2025,30.0,,,,,,,,,,,,,,Webb,South Texas WDA,03/12/2025,,,,,,
Texas,Chewy Inc. Fullfillment Center,Dallas,03/12/2025,05/10/2025,674.0,,,,,,,,,,,,,,Dallas,Dallas County WDA,03/12/2025,,,,,,
Texas,"De La Paz Cleaning and Rental Services, LLC (Laredo)",Laredo,03/12/2025,03/07/2025,142.0,,,,,,,,,,,,,,Webb,South Texas WDA,03/12/2025,,,,,,
Texas,Country Pure Foods,Houston,03/12/2025,05/09/2025,60.0,,,,,,,,,,,,,,Harris,Gulf Coast WDA,03/12/2025,,,,,,
Texas,Interfaith Ministries Of Greater Houston (Refugee Services Program),Houston,03/11/2025,03/14/2025,101.0,,,,,,,,,,,,,,Harris,Gulf Coast WDA,03/11/2025,,,,,,
Texas,"De La Paz Cleaning and Rental Services, LLC (North Eagle Pass)",Eagle Pass,03/11/2025,03/03/2025,60.0,,,,,,,,,,,,,,Maverick,Middle Rio Grande WDA,03/11/2025,,,,,,
Texas,"De La Paz Cleaning and Rental Services, LLC (Donna)",Donna,03/11/2025,03/07/2025,125.0,,,,,,,,,,,,,,Hidalgo,Lower Rio Grande Valley WDA,03/11/2025,,,,,,
Texas,"Centerra (Constellis, LLC)",McAllen,03/11/2025,03/07/2025,23.0,,,,,,,,,,,,,,Hidalgo,Lower Rio Grande Valley WDA,03/11/2025,,,,,,
Texas,"Catholic Charities, Diocese of Fort Worth, INC",Fort Worth,03/10/2025,03/14/2025,169.0,,,,,,,,,,,,,,Tarrant,Tarrant County WDA,03/10/2025,,,,,,
Texas,Ryder -Hutchins,Hutchins,03/06/2025,05/10/2025,110.0,,,,,,,,,,,,,,Dallas,Dallas County WDA,03/06/2025,,,,,,
Texas,"Hatco, Inc",Longview,03/06/2025,02/27/2025,68.0,,,,,,,,,,,,,,Gregg,East Texas WDA,03/06/2025,,,,,,
Texas,Pure Safety Group Inc. DBA Guardian Fall,Houston,03/05/2025,03/20/2025,59.0,,,,,,,,,,,,,,Harris,Gulf Coast WDA,03/05/2025,,,,,,
Texas,"LUKE Holdings, Inc. (Del Rio)",Del Rio,03/05/2025,02/28/2025,36.0,,,,,,,,,,,,,,Val Verde,Middle Rio Grande WDA,03/05/2025,,,,,,
Texas,"LUKE Holdings, Inc. (Donna)",Donna,03/05/2025,02/28/2025,201.0,,,,,,,,,,,,,,Hidalgo,Lower Rio Grande Valley WDA,03/05/2025,,,,,,
Texas,"LUKE Holdings, Inc (Eagle Pass)",Eagle Pass,03/05/2025,02/28/2025,129.0,,,,,,,,,,,,,,Maverick,Middle Rio Grande WDA,03/05/2025,,,,,,
Texas,JELD -WEN -Coppell,Coppell,03/03/2025,04/28/2025,56.0,,,,,,,,,,,,,,Dallas,Dallas County WDA,03/03/2025,,,,,,
Texas,"LUKE Holdings, Inc.(Laredo)",Laredo,03/03/2025,02/28/2025,73.0,,,,,,,,,,,,,,Webb,South Texas WDA,03/03/2025,,,,,,
Texas,"LUKE Holdings, Inc. (El Paso)",El Paso,03/03/2025,02/28/2025,227.0,,,,,,,,,,,,,,El Paso,Borderplexjobs WDA,03/03/2025,,,,,,
Texas,MVM,El Paso,02/26/2025,03/18/2025,247.0,,,,,,,,,,,,,,El Paso,Borderplexjobs WDA,02/26/2025,,,,,,
Texas,"MVM, Inc. (McAllen)",McAllen,02/26/2025,03/18/2025,132.0,,,,,,,,,,,,,,Hidalgo,Lower Rio Grande Valley WDA,02/26/2025,,,,,,
Texas,Houston Refining LP (2025),Houston,02/25/2025,04/17/2025,345.0,,,,,,,,,,,,,,Harris,Gulf Coast WDA,02/25/2025,,,,,,
Texas,Christus Health Santa Rosa Medical Center,San Antonio,02/24/2025,04/25/2025,479.0,,,,,,,,,,,,,,Bexar,Alamo WDA,02/24/2025,,,,,,
Texas,L3Harris Technologies (JAVA MAN Program),Rockwall,02/24/2025,04/22/2025,179.0,,,,,,,,,,,,,,Rockwall,North Central Texas WDA,02/24/2025,,,,,,
Texas,Southwest - Dallas Lovefield Airport,Dallas,02/19/2025,04/22/2025,626.0,,,,,,,,,,,,,,Dallas,Dallas County WDA,02/19/2025,,,,,,
Texas,Neiman Marcus-One Marcus Square,Dallas,02/19/2025,03/31/2025,1.0,,,,,,,,,,,,,,Dallas,Dallas County WDA,02/19/2025,,,,,,
Texas,Raices,San Antonio,02/18/2025,02/12/2025,61.0,,,,,,,,,,,,,,Bexar,Alamo WDA,02/18/2025,,,,,,
Texas,"Graphic Solutions, Inc. (Spring Valley)",Dallas,04/23/2025,06/13/2025,64.0,,,,,,,,,,,,,,Dallas,Dallas County WDA,04/23/2025,,,,,,
Texas,"Graphic Solutions, Inc (Welch Rd)",Dallas,04/23/2025,06/13/2025,2.0,,,,,,,,,,,,,,Dallas,Dallas County WDA,04/23/2025,,,,,,
Texas,Graphic Solutuions Inc. (Farmers Branch),Farmers Branch,04/23/2025,06/13/2025,5.0,,,,,,,,,,,,,,Dallas,Dallas County WDA,04/23/2025,,,,,,
Texas,MedStar Mobile Healthcare,Fort Worth,04/16/2025,07/01/2025,589.0,,,,,,,,,,,,,,Tarrant,Tarrant County WDA,04/16/2025,,,,,,
Texas,Virtex Enterprises LP,Austin,04/16/2025,06/14/2025,84.0,,,,,,,,,,,,,,Travis,Capital Area WDA,04/16/2025,,,,,,
Texas,Catholic Charities Archdiocese Of Galveston-Houston (Cabrini CFLA)San Felipe,Houston,04/08/2025,03/31/2025,36.0,,,,,,,,,,,,,,Harris,Gulf Coast WDA,04/08/2025,,,,,,
Texas,Catholic Charities Archdiocese Of Galveston-Houston (Cabrini CFLA)Louisiana Street,Houston,04/08/2025,,6.0,,,,,,,,,,,,,,Harris,Gulf Coast WDA,04/08/2025,,,,,,
Texas,Catholic Charities Archdiocese Of Galveston-Houston (Cabrini CFLA)Collins Road,Richmond,04/08/2025,03/31/2025,2.0,,,,,,,,,,,,,,Fort Bend,Gulf Coast WDA,04/08/2025,,,,,,
Texas,Catholic Charities Archdiocese Of Galveston-Houston (Cabrini CFLA)South Loop West,Houston,04/08/2025,03/31/2025,1.0,,,,,,,,,,,,,,Harris,Gulf Coast WDA,04/08/2025,,,,,,
Texas,US Cellular Corporation,Wichita Falls,04/08/2025,06/02/2025,1.0,,,,,,,,,,,,,,Archer,Heart of Texas WDA,04/08/2025,,,,,,
Texas,"Movate, Inc.",Temple,04/08/2025,05/31/2025,51.0,,,,,,,,,,,,,,Bell,North Central Texas WDA,04/08/2025,,,,,,
Texas,Raices (April 2025),San Antonio,04/08/2025,04/02/2025,159.0,,,,,,,,,,,,,,Bexar,Alamo WDA,04/08/2025,,,,,,
Texas,Southeast Service Corporation Services for Education (Georgetown ISD),Georgetown,04/02/2025,05/31/2025,60.0,,,,,,,,,,,,,,Williamson,,04/02/2025,,,,,,
Texas,Envision Physician Services LLC,San Antonio,04/02/2025,05/31/2025,120.0,,,,,,,,,,,,,,Bexar,Alamo WDA,04/02/2025,,,,,,
Texas,Denali,Plano,04/02/2025,06/02/2025,28.0,,,,,,,,,,,,,,Collin,North Central Texas WDA,04/02/2025,,,,,,
Texas,VF's Dickies Headquarters,Fort Worth,03/26/2025,05/30/2025,125.0,,,,,,,,,,,,,,Tarrant,Tarrant County WDA,03/26/2025,,,,,,
Texas,American Bar Association (ProBAR),Harlingen,03/26/2025,05/19/2025,191.0,,,,,,,,,,,,,,Cameron,Cameron County WDA,03/26/2025,,,,,,
Texas,Waco Family Medicine (Meyer Center),Waco,03/26/2025,03/21/2025,52.0,,,,,,,,,,,,,,McLennan,Heart of Texas WDA,03/26/2025,,,,,,
Texas,SouthState Bank,McKinney,03/26/2025,05/31/2025,141.0,,,,,,,,,,,,,,Collin,North Central Texas WDA,03/26/2025,,,,,,
Texas,Durhan School Services-Wichita Falls,Wichita Falls,03/26/2025,06/30/2025,1.0,,,,,,,,,,,,,,Archer,North Texas WDA,03/26/2025,,,,,,
Texas,Waco Family Medicine (Bell's Hill),Waco,03/26/2025,03/21/2025,52.0,,,,,,,,,,,,,,McLennan,Heart of Texas WDA,03/26/2025,,,,,,
Texas,Waco Familly Medicine (MCC),Waco,03/26/2025,03/21/2025,52.0,,,,,,,,,,,,,,McLennan,Heart of Texas WDA,03/26/2025,,,,,,
Texas,"BH Security, LLC DBA Brinks Home",Dallas,03/19/2025,06/30/2025,61.0,,,,,,,,,,,,,,Dallas,Dallas County WDA,03/19/2025,,,,,,
Texas,"Church World Service, Inc.",Houston,03/18/2025,02/03/2025,63.0,,,,,,,,,,,,,,Harris,Gulf Coast WDA,03/18/2025,,,,,,
