state,company,city,notice_date,layoff_date,employees_affected,closure_type,notes,COUNTY_NAME,WDA_NAME,WFDD_RECEIVED_DATE
Texas,"Equus Workforce Solutions-N.Tenth St. (Arbor E&T, LLC)",Garland,07/31/2025,09/30/2025,10.0,,,Dallas,Dallas County WDA,07/31/2025
Texas,"Equus Workforce Solutions-Highway 161. (Arbor E&T, LLC)",Grand Prairie,07/31/2025,09/30/2025,71.0,,,Dallas,Dallas County WDA,07/31/2025
Texas,"Equus Workforce Solutions-Greenville Ave. (Arbor E&T, LLC)",Dallas,07/31/2025,09/30/2025,10.0,,,Dallas,Dallas County WDA,07/31/2025
Texas,"Equus Workforce Solutions-Irving Blvd. (Arbor E&T, LLC)",Irving,07/31/2025,09/30/2025,13.0,,,Dallas,Dallas County WDA,07/31/2025
Texas,"Equus Workforce Solutions-Alpha Rd.(Arbor E&T, LLC)",Dallas,07/31/2025,09/30/2025,17.0,,,Dallas,Dallas County WDA,07/31/2025
Texas,"Equus Workforce Solutions-Malcolm X Blvd.(Arbor E&T, LLC)",Dallas,07/31/2025,09/30/2025,16.0,,,Dallas,Dallas County WDA,07/31/2025
Texas,"Equus Workforce Solutions-Buckner Blvd.(Arbor E&T, LLC)",Dallas,07/31/2025,09/30/2025,16.0,,,Dallas,Dallas County WDA,07/31/2025
Texas,"Turner Industries (Paris, Texas September 2025)",Paris,07/31/2025,09/30/2025,211.0,,,Lamar,North East Texas WDA,07/31/2025
Texas,Planned Parenthood Gulf Coast (Prevention Park Facility),Houston,07/31/2025,09/30/2025,114.0,,,Harris,Gulf Coast WDA,07/31/2025
Texas,"Southwest Key Programs, Inc. (Casa Houston Reliant)",Houston,07/31/2025,10/05/2025,211.0,,,Harris,Gulf Coast WDA,07/31/2025
Texas,"Southwest Key Programs, Inc. (Houston HQ)",Houston,07/31/2025,10/05/2025,11.0,,,Harris,Gulf Coast WDA,07/31/2025
Texas,"Southwest Key Programs, Inc. (Casa Quetzal)",Houston,07/31/2025,10/05/2025,309.0,,,Harris,Gulf Coast WDA,07/31/2025
Texas,"Southwest Key Programs, Inc. (Casa Sunzal)",Houston,07/31/2025,10/05/2025,223.0,,,Harris,Gulf Coast WDA,07/31/2025
Texas,"Southwest Key Programs, Inc. (Casa Oasis)",McAllen,07/31/2025,10/05/2025,128.0,,,Hidalgo,Lower Rio Grande Valley WDA,07/31/2025
Texas,"Southwest Key Programs, Inc. (Casa Sueno)",Weslaco,07/31/2025,10/05/2025,93.0,,,Hidalgo,Lower Rio Grande Valley WDA,07/31/2025
Texas,"Southwest Key Programs, Inc. (Casa Montezuma)",Channelview,07/31/2025,10/05/2025,238.0,,,Harris,Gulf Coast WDA,07/31/2025
Texas,"Equus Workforce Solutions Greenville (Arbor E&T, LLC)",Greenville,07/30/2025,09/30/2025,9.0,,,Hunt,North Central Texas WDA,07/30/2025
Texas,"Equus Workforce Solutions McKinney (Arbor E&T, LLC)",McKinney,07/30/2025,09/30/2025,15.0,,,Collin,North Central Texas WDA,07/30/2025
Texas,"Equus Workforce Solutions Stephenville (Arbor E&T, LLC)",Stephenville,07/30/2025,09/30/2025,2.0,,,Erath,North Central Texas WDA,07/30/2025
Texas,"Equus Workforce Solutions Terrell  (Arbor E&T, LLC)",Terrell,07/30/2025,09/30/2025,8.0,,,Kaufman,North Central Texas WDA,07/30/2025
Texas,"Equus Workforce Solutions Weatherford (Arbor E&T, LLC)",Weatherford,07/30/2025,09/30/2025,16.0,,,Parker,North Central Texas WDA,07/30/2025
Texas,Cottonwood Creek Healthcare Community,Richardson,09/24/2025,12/01/2025,70.0,,,Dallas,Dallas County WDA,09/24/2025
Texas,Sunny Glen Children's Home,Raymondville,09/18/2025,11/17/2025,424.0,,,Willacy,Lower Rio Grande Valley WDA,09/18/2025
Texas,Accelore Group-Amazon Logistics (DDA9- Fort Worth),Fort Worth,09/17/2025,11/01/2025,107.0,,,Tarrant,Tarrant County WDA,09/17/2025
Texas,Accelore Group-Amazon Logistics (DDF2-Balch Springs),Mesquite,09/17/2025,11/01/2025,107.0,,,Dallas,Dallas County WDA,09/17/2025
Texas,"Hill & Smith, Inc.",Garland,09/10/2025,11/01/2025,46.0,,,Dallas,Dallas County WDA,09/10/2025
Texas,"Essendant Management Services, LLC",Houston,09/04/2025,11/07/2025,92.0,,,Harris,Gulf Coast WDA,09/04/2025
Texas,CyraCom International Inc.,Houston,09/04/2025,12/01/2025,327.0,,,Harris,Gulf Coast WDA,09/04/2025
Texas,"Condair Operations, LLC",Center,09/03/2025,11/03/2025,51.0,,,Shelby,Deep East Texas WDA,09/03/2025
Texas,Tekni-Plex (Dallas Facility),Dallas,10/29/2025,12/26/2025,64.0,,,Dallas,Dallas County WDA,10/29/2025
Texas,"Colonial Savings, F.A.",Fort Worth,10/29/2025,01/01/2026,130.0,,,Tarrant,Tarrant County WDA,10/29/2025
Texas,Wells Fargo & Co. (Lubbock),Lubbock,10/29/2025,10/28/2025,225.0,,,Lubbock,South Plains WDA,10/29/2025
Texas,"Cherokee Nation System Solutions, L.L.C.",Austin,10/29/2025,12/19/2025,87.0,,,Travis,Capital Area WDA,10/29/2025
Texas,Job1 USA (Arlington),Arlington,10/28/2025,11/15/2025,31.0,,,Tarrant,Tarrant County WDA,10/28/2025
Texas,Job1 USA (Fort Worth),Fort Worth,10/28/2025,11/15/2025,25.0,,,Tarrant,Tarrant County WDA,10/28/2025
Texas,Job1 USA (Haslet),Haslet,10/28/2025,11/15/2025,25.0,,,Tarrant,Tarrant County WDA,10/28/2025
Texas,"Congo, LLC",Lewisville,10/28/2025,12/31/2025,155.0,,,Denton,North Central Texas WDA,10/29/2025
Texas,Job1 USA (San Antonio),San Antonio,10/23/2025,11/15/2025,18.0,,,Bexar,Alamo WDA,10/29/2025
Texas,Job1 USA (Houston),Houston,10/23/2025,11/15/2025,13.0,,,Harris,Gulf Coast WDA,10/29/2025
Texas,"Flagstone Foods, LLC (El Paso Plant)",El Paso,10/22/2025,12/19/2025,225.0,,,El Paso,Borderplexjobs WDA,10/22/2025
Texas,Texas Instruments - Sherman,Sherman,10/15/2025,12/12/2025,19.0,,,Grayson,Texoma WDA,10/15/2025
Texas,Eden Green Technology,Cleburne,10/15/2025,12/13/2025,102.0,,,Johnson,North Central Texas WDA,10/15/2025
Texas,"M & M Manufacturing, Inc.",Houston,10/13/2025,12/15/2025,75.0,,,Harris,Gulf Coast WDA,10/13/2025
Texas,Creative Testing Solutions,Austin,10/09/2025,12/12/2025,91.0,,,Travis,Capital Area WDA,10/09/2025
Texas,"Meadow Burke, LLC d/b/a Leviat",Fort Worth,10/08/2025,12/02/2025,75.0,,,Tarrant,Tarrant County WDA,10/08/2025
Texas,"Lion Elastomers Orange, LLC (Orange Plant)",Orange,10/08/2025,12/08/2025,113.0,,,Orange,South East Texas WDA,10/08/2025
Texas,J & J Maintenance,San Antonio,10/02/2025,11/30/2025,279.0,,,Bexar,Alamo WDA,10/02/2025
Texas,Southwest Key Programs-Casa Canutillo,Canutillo,10/02/2025,11/05/2025,2.0,,,El Paso,Borderplexjobs WDA,10/02/2025
Texas,Southwest Key Programs-Casita Del Valle,Clint,10/02/2025,11/05/2025,5.0,,,El Paso,Borderplexjobs WDA,10/02/2025
Texas,Southwest Key Programs-Casa Houston Reliant,Houston,10/02/2025,11/05/2025,1.0,,,Harris,Gulf Coast WDA,10/02/2025
Texas,Southwest Key Programs-Casa Montezuma,Channelview,10/02/2025,11/05/2025,1.0,,,Harris,Gulf Coast WDA,10/02/2025
Texas,Southwest Key Programs-Casa Norma Linda,Los Fresnos,10/02/2025,11/05/2025,3.0,,,Cameron,Cameron County WDA,10/02/2025
Texas,Southwest Key Programs-Casa Nueva Esperanza,Brownsville,10/02/2025,11/05/2025,8.0,,,Cameron,Cameron County WDA,10/02/2025
Texas,Southwest Key Programs-Casa Rio Grande,San Benito,10/02/2025,11/05/2025,3.0,,,Cameron,Cameron County WDA,10/02/2025
Texas,Southwest Key Programs-National Headquarters (Austin),Austin,10/02/2025,11/05/2025,3.0,,,Travis,Capital Area WDA,10/02/2025
Texas,Southwest Key Programs-STX Regional Headquarters,Brownsville,10/02/2025,11/05/2025,12.0,,,Cameron,Cameron County WDA,10/02/2025
Texas,Southwest Key Programs-Houston Headquarters,Houston,10/02/2025,11/05/2025,10.0,,,Harris,Gulf Coast WDA,10/02/2025
Texas,Memorial Hermann Health System Senior Living Facility,Houston,10/01/2025,10/01/2025,26.0,,,Harris,Gulf Coast WDA,10/01/2025
Texas,Yang Ming (America) Corporation,Houston,10/01/2025,10/01/2025,118.0,,,Harris,Gulf Coast WDA,10/01/2025
Texas,"DTSV, Inc. (ITC Federal)",Irving,09/30/2025,11/30/2025,169.0,,,Dallas,Dallas County WDA,09/30/2025
Texas,"Seatrium AmFELS, Inc.",Brownsville,09/30/2025,11/28/2025,91.0,,,Cameron,Cameron County WDA,09/30/2025
Texas,Urban Alchemy (Arch Shelter),Austin,09/30/2025,09/30/2025,55.0,,,Travis,Capital Area WDA,09/30/2025
Texas,Holiday Inn Club Vacations Incorporated-The Villages Resort,Flint,09/30/2025,11/28/2025,82.0,,,Smith,East Texas WDA,09/30/2025
Texas,Urban Alchemy (8th Street Shelter),Austin,09/30/2025,09/30/2025,54.0,,,Travis,Capital Area WDA,09/30/2025
Texas,Texas Instruments  (DFAB),Dallas,09/29/2025,12/12/2025,163.0,,,Dallas,Dallas County WDA,09/29/2025
Texas,"Kira Aerospace, LLC. (NBOC)",Palestine,09/25/2025,09/30/2025,6.0,,,Anderson,East Texas WDA,09/25/2025
Texas,Spirit Airlines (W PGL Warehouse),Irving,09/25/2025,12/01/2025,51.0,,,Dallas,Dallas County WDA,09/25/2025
Texas,Spirit Airlines (IAH),Houston,09/24/2025,12/01/2025,173.0,,,Harris,Gulf Coast WDA,09/24/2025
Texas,United Supermarkets,Lubbock,11/19/2025,01/19/2026,126.0,,,Lubbock,South Plains WDA,11/19/2025
Texas,"Couchbase, Inc.",Austin,11/17/2025,01/12/2026,11.0,,,Travis,Capital Area WDA,11/17/2025
Texas,Dometic Corporation,Grand Prairie,11/14/2025,01/12/2026,54.0,,,Dallas,Dallas County WDA,11/17/2025
Texas,DLH Solutions (Dallas CMOP),Lancaster,11/12/2025,11/29/2025,298.0,,,Dallas,Dallas County WDA,11/12/2025
Texas,"Dillard's Inc.(Dillard's Texas Central, LLC)",Plano,11/08/2025,01/12/2026,93.0,,,Collin,North Central Texas WDA,11/12/2025
Texas,AI Fleet,Austin,11/06/2025,11/04/2025,56.0,,,Travis,Capital Area WDA,11/06/2025
Texas,Apogee Architectural Metals,Mesquite,11/05/2025,01/03/2026,58.0,,,Dallas,Dallas County WDA,11/05/2025
Texas,"Firebird Bulk Carriers, Inc. (Victoria)",Victoria,11/04/2025,12/30/2025,3.0,,,Victoria,Golden Crescent WDA,11/04/2025
Texas,"Firebird Bulk Carriers, Inc. (George West)",George West,11/04/2025,12/31/2025,21.0,,,Live Oak,Coastal Bend WDA,11/04/2025
Texas,"Firebird Bulk Carriers, Inc.(Tarzan)",Tarzan,11/04/2025,12/31/2025,1.0,,,Martin,Permian Basin WDA,11/04/2025
Texas,"Firebird Bulk Carriers, Inc.(Dilley)",Dilley,10/31/2025,12/31/2025,6.0,,,Frio,Alamo WDA,10/31/2025
Texas,"Firebird Bulk Carriers, Inc (Dayton)",Dayton,10/31/2025,12/31/2025,2.0,,,Liberty,Gulf Coast WDA,10/31/2025
Texas,"Natura PCR, LLC",Waller,10/31/2025,10/15/2025,88.0,,,Harris,Gulf Coast WDA,11/03/2025
Texas,"Firebird Bulk Carriers, Inc. (Carrizo Springs)",Carrizo Springs,10/30/2025,12/31/2025,31.0,,,Dimmit,Middle Rio Grande WDA,10/31/2025
Texas,"Firebird Bulk Carriers, Inc. (Bryan)",Bryan,10/30/2025,12/31/2025,10.0,,,Brazos,Middle Rio Grande WDA,10/31/2025
Texas,Pure Hothouse Foods LLC,San Antonio,10/30/2025,12/31/2025,80.0,,,Bexar,Alamo WDA,11/03/2025
Texas,FedEx Corporation Facility (Ft. Worth),Ft. Worth,12/29/2025,03/02/2026,89.0,,,Tarrant,North Central Texas WDA,12/29/2025
Texas,"Telvista, Inc.",Dallas,12/26/2025,02/28/2026,110.0,,,Tarrant,Tarrant County WDA,12/29/2025
Texas,ABM Texas General Services (SMU),Dallas,12/22/2025,03/12/2025,211.0,,,Dallas,Dallas County WDA,12/22/2025
Texas,LeeMAH Electronics. Inc.,Richardson,12/10/2025,12/08/2025,84.0,,,Dallas,Dallas County WDA,12/10/2025
Texas,S&S Activewear,Irving,12/10/2025,12/04/2025,146.0,,,Dallas,Dallas County WDA,12/10/2025
Texas,"CRST Expedited, Inc. d/b/a CRST The Transportation Solution, Inc.",Mansfield,12/03/2025,02/26/2026,1.0,,,Tarrant,Tarrant County WDA,12/03/2025
Texas,Grand Lux Café LLC,Houston,12/03/2025,01/24/2026,83.0,,,Harris,Gulf Coast WDA,12/04/2025
Texas,Yang Ming (America) Corporation Updated,Houston,12/02/2025,11/30/2025,105.0,,,Harris,Gulf Coast WDA,12/02/2025
Texas,The Sheraton Arlington Hotel (Urbana Varro Hospitality Management),Arlington,12/02/2025,02/15/2026,110.0,,,Tarrant,Tarrant County WDA,12/03/2025
Texas,"Tyson Foods, Inc. (Amarillo B-Shift Operations",Amarillo,11/26/2025,01/20/2026,1761.0,,,Potter,Panhandle WDA,11/26/2025
Texas,"FedEx Supply Chain Logistics & Electrronics, Inc. (Coppell)",Coppell,11/25/2025,01/29/2026,856.0,,,Dallas,Dallas County WDA,11/25/2025
Texas,Huntington National Bank,Dallas,11/21/2025,01/19/2026,63.0,,,Dallas,Dallas County WDA,11/21/2025
Texas,Wood Group USA Inc.,Freeport,11/18/2025,01/05/2025,180.0,,,Brazoria,Gulf Coast WDA,11/19/2025
Texas,Cardone Industries-Harlingen,Harlingen,01/28/2026,01/26/2026,41.0,,,Cameron,Cameron County WDA,01/28/2026
Texas,Cardone Industries-Arlington,Arlington,01/28/2026,01/26/2026,87.0,,,Tarrant,Tarrant County WDA,01/28/2026
Texas,Fresenius USA Manufacturing,Coppell,01/28/2026,04/10/2026,67.0,,,Dallas,Dallas County WDA,01/28/2026
Texas,Power Plug Inc. (Houston Manufacturing Company),Houston,01/23/2026,01/23/2026,74.0,,,Harris,Gulf Coast WDA,01/26/2026
Texas,Future Proof Brands LLC (Austin),Austin,01/21/2026,02/21/2026,158.0,,,Travis,Capital Area WDA,01/21/2026
Texas,"Tyson Foods, Inc (Amarillo B-Shift Operations) Updated",Amarillo,01/20/2026,02/24/2026,1761.0,,,Potter,Panhandle WDA,01/26/2026
Texas,Francesca's (Houston),Houston,01/14/2026,01/08/2026,202.0,,,Harris,Gulf Coast WDA,01/15/2026
Texas,"Congo, LLC (Updated March 2026)",Lewisville,01/09/2026,03/13/2026,31.0,,,Denton,North Central Texas WDA,01/12/2026
Texas,ComericA Frisco Star Tower Facility,Frisco,01/07/2026,03/13/2026,184.0,,,Denton,North Central Texas WDA,01/07/2026
Texas,Tessera Therapeutics,Friendswood,01/07/2026,03/08/2026,2.0,,,Harris,Gulf Coast WDA,01/07/2026
Texas,"First Brands Group, LLC(Billy Mitchell)",Brownsville,03/04/2026,04/30/2026,345.0,,,Cameron,Cameron County WDA,03/04/2026
Texas,"First Brands Group, LLC. (Titan Dist. Center)",Brownsville,03/04/2026,04/30/2026,183.0,,,Cameron,Cameron County WDA,03/04/2026
Texas,First Brands Group LLC. (ASC Facility),Brownsville,03/04/2026,04/30/2026,43.0,,,Cameron,Cameron County WDA,03/04/2026
Texas,"Campbell Soup Supply Company, LLC",Paris,03/03/2026,05/01/2026,205.0,,,Lamar,North East Texas WDA,03/03/2026
Texas,Stockyards Hotel and H3 Ranch,Fort Worth,02/19/2026,04/06/2026,120.0,,,Tarrant,Tarrant County WDA,02/19/2026
Texas,Bluum USA Inc.,Irving,02/19/2026,04/20/2026,60.0,,,Dallas,Dallas County WDA,02/19/2026
Texas,"Main Street Sports Group, LLC.",The Woodlands,02/19/2026,04/14/2026,18.0,,,Montgomery,Gulf Coast WDA,02/19/2026
Texas,Walgreens (Greens Rd.),Houston,02/18/2026,06/01/2026,159.0,,,Harris,Gulf Coast WDA,02/18/2026
Texas,Comerica Bank(Frisco Star Tower Facility),Frisco,02/11/2026,04/24/2026,54.0,,,Denton,North Central Texas WDA,02/11/2026
Texas,Randalls #3067,Houston,02/09/2026,04/18/2026,94.0,,,Harris,Gulf Coast WDA,02/11/2026
Texas,HGS Solutions,El Paso,02/04/2026,03/31/2026,92.0,,,El Paso,Borderplexjobs WDA,02/04/2026
Texas,"First Brands Group, LLC",Arlington,02/04/2026,01/26/2026,87.0,,,Tarrant,North Central Texas WDA,02/04/2026
Texas,"Empower Clinic Services, LLC",Houston,02/04/2026,02/04/2026,57.0,,,Harris,Gulf Coast WDA,02/04/2026
Texas,Expedia Group Inc. (Austin),Austin,02/03/2026,04/01/2026,100.0,,,Travis,Capital Area WDA,02/03/2026
Texas,Janus International Group,Houston,02/02/2026,04/03/2026,113.0,,,Harris,Gulf Coast WDA,02/04/2026
Texas,Helpful Hands Inc. Joint Base San Antonio-Lackland,San Antonio,02/02/2026,03/31/2026,96.0,,,Bexar,Alamo WDA,02/04/2026
Texas,Compass Connections,Harlingen,01/29/2026,03/29/2026,148.0,,,Cameron,Cameron County WDA,01/29/2026
Texas,"Sodexo (SDH Services East, LLC) HCA Kingwood",Kingwood,04/06/2026,06/13/2026,81.0,,,Harris,Gulf Coast WDA,04/06/2026
Texas,"Sodexo (SDH Services East, LLC) HCA Clear Lake",Webster,04/06/2026,06/13/2026,86.0,,,Harris,Gulf Coast WDA,04/06/2026
Texas,"Sodexo (SDH Services East, LLC) HCA Women's Hospital of Texas",Houston,04/06/2026,06/13/2026,66.0,,,Harris,Gulf Coast WDA,04/06/2026
Texas,"Sodexo (SDH Services East, LLC) HCA Southeast Texas Medical Center",Pasadena,04/06/2026,06/13/2026,63.0,,,Harris,Gulf Coast WDA,04/06/2026
Texas,DSV Contract Logistics (3PL Logistics Facility),Wilmer,04/02/2026,04/30/2026,391.0,,,Dallas,Dallas County WDA,04/07/2026
Texas,"Compass Group USA, Inc. (d/b/a Chartwell's Higher Education (Texas State University)",San Marcos,03/31/2026,05/31/2026,183.0,,,Hays,Rural Capital WDA,03/31/2026
Texas,Hyatt Regency (South Congress Hotel),Austin,03/31/2026,05/31/2026,126.0,,,Travis,Capital Area WDA,03/31/2026
Texas,Tempus Holding INC. d/b/a The Lodge Card Club,Round Rock,03/26/2026,03/24/2026,144.0,,,Travis,Rural Capital WDA,03/31/2026
Texas,Endeavors Eagle Lake Children's Center (Eagle Lake),Eagle Lake,03/26/2026,03/24/2026,88.0,,,Colorado,Gulf Coast WDA,03/31/2026
Texas,"CPLC Texas, Inc. (Magnolia ORR Site)",Los Fresnos,03/26/2026,03/31/2026,56.0,,,Cameron,Cameron County WDA,03/31/2026
Texas,Albertsons #106 (Euless),Euless,03/25/2026,04/25/2026,82.0,,,Tarrant,Tarrant County WDA,03/25/2026
Texas,Albertsons #4286 (W. Freeway),Fort Worth,03/25/2026,04/25/2026,56.0,,,Tarrant,Tarrant County WDA,03/25/2026
Texas,Saks & Company LLC (Saks Fifth Avenue - San Antonio),San Antonio,03/06/2026,05/06/2026,71.0,,,Bexar,Alamo WDA,03/09/2026
Texas,Ashley Furniture Industries (Mesquite),Mesquite,03/05/2026,05/07/2026,266.0,,,Dallas,Dallas County WDA,03/11/2026
Texas,"FreshRealm, Inc.",Lancaster,04/27/2026,06/27/2026,176.0,,,Dallas,Dallas County WDA,04/27/2026
Texas,Laurel Ridge Treatment Center (Laurel Ridge),San Antonio,04/27/2026,06/26/2026,648.0,,,Bexar,Alamo WDA,04/27/2026
Texas,"Republic National Distributing Company, LLC (Reyes Holdings, L.L.C) Austin",Austin,04/23/2026,06/21/2026,164.0,,,Travis,Capital Area WDA,04/23/2026
Texas,"Republic National Distributing Company, LLC (Reyes Holdings, L.L.C) Corpus Christie",Corpus Ch,04/23/2026,06/21/2026,90.0,,,Nueces,Coastal Bend WDA,04/23/2026
Texas,"Republic National Distributing Company, LLC (Reyes Holdings, L.L.C) Grand Prairie",Grand Prairie,04/23/2026,06/21/2026,689.0,,,Tarrant,Tarrant County WDA,04/23/2026
Texas,"Republic National Distributing Company, LLC (Reyes Holdings, L.L.C) Houston",Houston,04/23/2026,06/21/2026,588.0,,,Harris,Gulf Coast WDA,04/23/2026
Texas,"Republic National Distributing Company, LLC (Reyes Holdings, L.L.C) San Antonio",Schertz,04/23/2026,06/21/2026,372.0,,,Bexar,Alamo WDA,04/23/2026
Texas,"National Safety Apparel, LLC",San Antonio,04/23/2026,06/30/2026,50.0,,,Bexar,Alamo WDA,04/23/2026
Texas,"Southern Mail Service, Inc.",Houston,04/21/2026,05/15/2026,50.0,,,Harris,Gulf Coast WDA,04/22/2026
Texas,Saddle Creek Corporation,New Caney,04/15/2026,06/11/2026,168.0,,,Montgomery,Gulf Coast WDA,04/15/2026
Texas,"T-Mobile USA, Inc.",Austin,04/14/2026,06/08/2026,74.0,,,Travis,Capital Area WDA,04/14/2026
Texas,"Ampac Mobile Holdings, LLC (ProAmpac)",Grand Prairie,04/08/2026,06/07/2026,52.0,,,Tarrant,Tarrant County WDA,04/09/2026
